score	frequency	target
-88396	1	mPanTro3
-88395	1	mPanTro3
-88388	1	mPanTro3
-88376	1	mPanTro3
-88372	1	mPanTro3
-88369	1	mPanTro3
-88367	1	mPanTro3
-88366	1	mPanTro3
-88364	1	mPanTro3
-88362	1	mPanTro3
-88360	1	mPanTro3
-88355	1	mPanTro3
-88353	1	mPanTro3
-88352	1	mPanTro3
-88347	1	mPanTro3
-88345	1	mPanTro3
-88341	1	mPanTro3
-88334	1	mPanTro3
-88331	1	mPanTro3
-88325	1	mPanTro3
-88322	1	mPanTro3
-88318	1	mPanTro3
-88317	1	mPanTro3
-88314	1	mPanTro3
-88307	1	mPanTro3
-88306	1	mPanTro3
-88303	1	mPanTro3
-88302	1	mPanTro3
-88300	1	mPanTro3
-88299	1	mPanTro3
-88297	1	mPanTro3
-88296	1	mPanTro3
-88291	1	mPanTro3
-88290	2	mPanTro3
-88289	1	mPanTro3
-88286	1	mPanTro3
-88277	1	mPanTro3
-88275	1	mPanTro3
-88259	1	mPanTro3
-88257	1	mPanTro3
-88255	1	mPanTro3
-88254	1	mPanTro3
-88250	1	mPanTro3
-88244	1	mPanTro3
-88241	1	mPanTro3
-88239	1	mPanTro3
-88232	1	mPanTro3
-88230	1	mPanTro3
-88224	1	mPanTro3
-88223	1	mPanTro3
-88220	1	mPanTro3
-88216	1	mPanTro3
-88203	1	mPanTro3
-88196	1	mPanTro3
-88186	1	mPanTro3
-88171	1	mPanTro3
-88158	1	mPanTro3
-88141	1	mPanTro3
-88133	1	mPanTro3
-88123	1	mPanTro3
-88119	1	mPanTro3
-88118	1	mPanTro3
-88111	2	mPanTro3
-88107	1	mPanTro3
-88106	2	mPanTro3
-88105	1	mPanTro3
-88096	1	mPanTro3
-88095	1	mPanTro3
-88092	1	mPanTro3
-88089	1	mPanTro3
-88088	1	mPanTro3
-88083	1	mPanTro3
-88077	1	mPanTro3
-88074	1	mPanTro3
-88067	1	mPanTro3
-88061	1	mPanTro3
-88056	2	mPanTro3
-88036	1	mPanTro3
-88034	1	mPanTro3
-88031	1	mPanTro3
-88026	1	mPanTro3
-88025	2	mPanTro3
-88016	1	mPanTro3
-88009	1	mPanTro3
-88001	1	mPanTro3
-88000	1	mPanTro3
-87999	2	mPanTro3
-87997	1	mPanTro3
-87991	1	mPanTro3
-87989	1	mPanTro3
-87966	1	mPanTro3
-87965	1	mPanTro3
-87960	1	mPanTro3
-87957	1	mPanTro3
-87952	1	mPanTro3
-87950	1	mPanTro3
-87948	1	mPanTro3
-87944	1	mPanTro3
-87943	2	mPanTro3
-87936	1	mPanTro3
-87931	2	mPanTro3
-87926	1	mPanTro3
-87920	2	mPanTro3
-87917	1	mPanTro3
-87913	1	mPanTro3
-87907	2	mPanTro3
-87901	1	mPanTro3
-87893	1	mPanTro3
-87892	1	mPanTro3
-87888	1	mPanTro3
-87883	2	mPanTro3
-87873	1	mPanTro3
-87867	1	mPanTro3
-87865	2	mPanTro3
-87863	1	mPanTro3
-87854	1	mPanTro3
-87851	1	mPanTro3
-87847	1	mPanTro3
-87845	1	mPanTro3
-87835	1	mPanTro3
-87832	1	mPanTro3
-87831	2	mPanTro3
-87825	1	mPanTro3
-87824	1	mPanTro3
-87814	2	mPanTro3
-87813	1	mPanTro3
-87811	1	mPanTro3
-87805	1	mPanTro3
-87804	1	mPanTro3
-87801	1	mPanTro3
-87800	1	mPanTro3
-87796	1	mPanTro3
-87790	1	mPanTro3
-87784	1	mPanTro3
-87779	1	mPanTro3
-87771	1	mPanTro3
-87760	1	mPanTro3
-87751	1	mPanTro3
-87744	2	mPanTro3
-87739	1	mPanTro3
-87731	1	mPanTro3
-87725	1	mPanTro3
-87724	1	mPanTro3
-87719	1	mPanTro3
-87714	1	mPanTro3
-87703	1	mPanTro3
-87697	1	mPanTro3
-87696	1	mPanTro3
-87692	1	mPanTro3
-87685	1	mPanTro3
-87682	1	mPanTro3
-87680	2	mPanTro3
-87671	1	mPanTro3
-87669	1	mPanTro3
-87661	1	mPanTro3
-87656	2	mPanTro3
-87652	1	mPanTro3
-87639	1	mPanTro3
-87638	1	mPanTro3
-87630	1	mPanTro3
-87629	2	mPanTro3
-87625	1	mPanTro3
-87616	1	mPanTro3
-87615	1	mPanTro3
-87606	1	mPanTro3
-87605	1	mPanTro3
-87604	2	mPanTro3
-87603	1	mPanTro3
-87595	1	mPanTro3
-87593	2	mPanTro3
-87587	2	mPanTro3
-87583	1	mPanTro3
-87582	1	mPanTro3
-87578	1	mPanTro3
-87576	1	mPanTro3
-87575	1	mPanTro3
-87572	1	mPanTro3
-87569	1	mPanTro3
-87562	1	mPanTro3
-87556	2	mPanTro3
-87554	1	mPanTro3
-87541	1	mPanTro3
-87537	1	mPanTro3
-87532	1	mPanTro3
-87525	1	mPanTro3
-87518	4	mPanTro3
-87515	1	mPanTro3
-87513	1	mPanTro3
-87510	2	mPanTro3
-87507	1	mPanTro3
-87501	1	mPanTro3
-87499	1	mPanTro3
-87498	1	mPanTro3
-87493	1	mPanTro3
-87490	1	mPanTro3
-87486	2	mPanTro3
-87485	1	mPanTro3
-87479	1	mPanTro3
-87474	1	mPanTro3
-87473	1	mPanTro3
-87469	2	mPanTro3
-87467	1	mPanTro3
-87465	1	mPanTro3
-87459	1	mPanTro3
-87458	1	mPanTro3
-87457	2	mPanTro3
-87452	1	mPanTro3
-87451	1	mPanTro3
-87448	1	mPanTro3
-87446	1	mPanTro3
-87442	2	mPanTro3
-87441	1	mPanTro3
-87437	1	mPanTro3
-87418	1	mPanTro3
-87399	1	mPanTro3
-87385	1	mPanTro3
-87383	1	mPanTro3
-87373	1	mPanTro3
-87369	2	mPanTro3
-87356	1	mPanTro3
-87355	1	mPanTro3
-87354	1	mPanTro3
-87349	1	mPanTro3
-87348	1	mPanTro3
-87345	1	mPanTro3
-87340	1	mPanTro3
-87330	1	mPanTro3
-87321	1	mPanTro3
-87315	1	mPanTro3
-87314	1	mPanTro3
-87301	1	mPanTro3
-87300	1	mPanTro3
-87298	1	mPanTro3
-87288	1	mPanTro3
-87286	1	mPanTro3
-87285	1	mPanTro3
-87283	2	mPanTro3
-87280	1	mPanTro3
-87276	1	mPanTro3
-87273	1	mPanTro3
-87262	1	mPanTro3
-87256	2	mPanTro3
-87254	1	mPanTro3
-87253	1	mPanTro3
-87248	2	mPanTro3
-87236	1	mPanTro3
-87235	1	mPanTro3
-87218	1	mPanTro3
-87211	1	mPanTro3
-87209	1	mPanTro3
-87193	1	mPanTro3
-87177	1	mPanTro3
-87176	2	mPanTro3
-87167	2	mPanTro3
-87165	2	mPanTro3
-87162	1	mPanTro3
-87160	1	mPanTro3
-87159	1	mPanTro3
-87157	1	mPanTro3
-87140	1	mPanTro3
-87134	1	mPanTro3
-87132	1	mPanTro3
-87131	1	mPanTro3
-87123	1	mPanTro3
-87121	1	mPanTro3
-87117	1	mPanTro3
-87114	1	mPanTro3
-87104	1	mPanTro3
-87097	2	mPanTro3
-87093	1	mPanTro3
-87092	1	mPanTro3
-87089	1	mPanTro3
-87085	1	mPanTro3
-87075	2	mPanTro3
-87069	1	mPanTro3
-87063	1	mPanTro3
-87047	1	mPanTro3
-87038	1	mPanTro3
-87036	1	mPanTro3
-87028	1	mPanTro3
-87023	1	mPanTro3
-87019	1	mPanTro3
-87016	2	mPanTro3
-87012	1	mPanTro3
-87011	1	mPanTro3
-87009	1	mPanTro3
-87003	1	mPanTro3
-87002	1	mPanTro3
-86997	1	mPanTro3
-86990	1	mPanTro3
-86989	1	mPanTro3
-86981	1	mPanTro3
-86978	1	mPanTro3
-86973	1	mPanTro3
-86971	1	mPanTro3
-86967	1	mPanTro3
-86960	2	mPanTro3
-86953	1	mPanTro3
-86949	1	mPanTro3
-86948	1	mPanTro3
-86947	1	mPanTro3
-86939	1	mPanTro3
-86938	1	mPanTro3
-86937	2	mPanTro3
-86934	1	mPanTro3
-86925	1	mPanTro3
-86921	1	mPanTro3
-86920	2	mPanTro3
-86914	1	mPanTro3
-86907	1	mPanTro3
-86906	1	mPanTro3
-86899	1	mPanTro3
-86895	1	mPanTro3
-86891	1	mPanTro3
-86890	1	mPanTro3
-86882	2	mPanTro3
-86881	1	mPanTro3
-86875	1	mPanTro3
-86865	1	mPanTro3
-86862	1	mPanTro3
-86860	1	mPanTro3
-86849	1	mPanTro3
-86823	1	mPanTro3
-86818	1	mPanTro3
-86816	1	mPanTro3
-86815	1	mPanTro3
-86813	2	mPanTro3
-86804	1	mPanTro3
-86797	1	mPanTro3
-86793	1	mPanTro3
-86782	1	mPanTro3
-86779	1	mPanTro3
-86777	1	mPanTro3
-86765	1	mPanTro3
-86760	1	mPanTro3
-86754	1	mPanTro3
-86752	1	mPanTro3
-86739	1	mPanTro3
-86725	1	mPanTro3
-86724	1	mPanTro3
-86721	1	mPanTro3
-86718	1	mPanTro3
-86710	1	mPanTro3
-86709	1	mPanTro3
-86708	1	mPanTro3
-86706	1	mPanTro3
-86701	1	mPanTro3
-86692	1	mPanTro3
-86684	1	mPanTro3
-86679	1	mPanTro3
-86677	1	mPanTro3
-86674	1	mPanTro3
-86662	2	mPanTro3
-86661	1	mPanTro3
-86659	1	mPanTro3
-86656	1	mPanTro3
-86654	2	mPanTro3
-86647	2	mPanTro3
-86646	1	mPanTro3
-86641	1	mPanTro3
-86639	1	mPanTro3
-86638	1	mPanTro3
-86637	1	mPanTro3
-86632	1	mPanTro3
-86626	1	mPanTro3
-86615	1	mPanTro3
-86607	1	mPanTro3
-86605	1	mPanTro3
-86599	1	mPanTro3
-86598	1	mPanTro3
-86596	1	mPanTro3
-86585	1	mPanTro3
-86582	1	mPanTro3
-86566	1	mPanTro3
-86560	1	mPanTro3
-86558	1	mPanTro3
-86546	1	mPanTro3
-86540	1	mPanTro3
-86536	1	mPanTro3
-86531	1	mPanTro3
-86529	1	mPanTro3
-86526	1	mPanTro3
-86523	1	mPanTro3
-86512	1	mPanTro3
-86496	1	mPanTro3
-86489	1	mPanTro3
-86480	1	mPanTro3
-86472	1	mPanTro3
-86471	1	mPanTro3
-86468	1	mPanTro3
-86462	1	mPanTro3
-86457	1	mPanTro3
-86453	2	mPanTro3
-86452	1	mPanTro3
-86439	1	mPanTro3
-86438	1	mPanTro3
-86421	1	mPanTro3
-86414	1	mPanTro3
-86402	1	mPanTro3
-86397	1	mPanTro3
-86396	1	mPanTro3
-86394	1	mPanTro3
-86392	1	mPanTro3
-86383	1	mPanTro3
-86379	1	mPanTro3
-86370	1	mPanTro3
-86365	1	mPanTro3
-86353	1	mPanTro3
-86349	2	mPanTro3
-86343	1	mPanTro3
-86341	1	mPanTro3
-86340	1	mPanTro3
-86336	1	mPanTro3
-86331	1	mPanTro3
-86330	1	mPanTro3
-86317	1	mPanTro3
-86312	1	mPanTro3
-86309	1	mPanTro3
-86308	1	mPanTro3
-86307	1	mPanTro3
-86301	1	mPanTro3
-86299	1	mPanTro3
-86295	1	mPanTro3
-86294	1	mPanTro3
-86293	2	mPanTro3
-86291	1	mPanTro3
-86290	1	mPanTro3
-86287	1	mPanTro3
-86284	1	mPanTro3
-86282	1	mPanTro3
-86270	1	mPanTro3
-86268	1	mPanTro3
-86264	1	mPanTro3
-86256	1	mPanTro3
-86250	2	mPanTro3
-86249	1	mPanTro3
-86238	1	mPanTro3
-86236	2	mPanTro3
-86226	1	mPanTro3
-86224	2	mPanTro3
-86222	1	mPanTro3
-86215	1	mPanTro3
-86209	1	mPanTro3
-86204	1	mPanTro3
-86196	1	mPanTro3
-86193	1	mPanTro3
-86184	1	mPanTro3
-86182	1	mPanTro3
-86180	1	mPanTro3
-86173	1	mPanTro3
-86167	2	mPanTro3
-86163	1	mPanTro3
-86159	2	mPanTro3
-86146	1	mPanTro3
-86145	1	mPanTro3
-86141	1	mPanTro3
-86139	1	mPanTro3
-86137	1	mPanTro3
-86132	1	mPanTro3
-86129	1	mPanTro3
-86114	2	mPanTro3
-86105	1	mPanTro3
-86104	1	mPanTro3
-86103	1	mPanTro3
-86097	1	mPanTro3
-86094	1	mPanTro3
-86089	1	mPanTro3
-86088	1	mPanTro3
-86083	1	mPanTro3
-86082	2	mPanTro3
-86078	1	mPanTro3
-86077	1	mPanTro3
-86072	1	mPanTro3
-86071	1	mPanTro3
-86050	1	mPanTro3
-86048	1	mPanTro3
-86042	1	mPanTro3
-86041	1	mPanTro3
-86031	1	mPanTro3
-86030	2	mPanTro3
-86029	1	mPanTro3
-86027	2	mPanTro3
-86024	1	mPanTro3
-86015	1	mPanTro3
-86013	2	mPanTro3
-86011	1	mPanTro3
-86008	2	mPanTro3
-85994	1	mPanTro3
-85981	1	mPanTro3
-85980	1	mPanTro3
-85971	1	mPanTro3
-85967	2	mPanTro3
-85958	1	mPanTro3
-85957	1	mPanTro3
-85955	1	mPanTro3
-85951	1	mPanTro3
-85948	1	mPanTro3
-85946	1	mPanTro3
-85942	1	mPanTro3
-85939	1	mPanTro3
-85937	1	mPanTro3
-85932	1	mPanTro3
-85931	1	mPanTro3
-85928	1	mPanTro3
-85918	1	mPanTro3
-85917	1	mPanTro3
-85915	1	mPanTro3
-85914	1	mPanTro3
-85913	1	mPanTro3
-85909	1	mPanTro3
-85904	1	mPanTro3
-85901	1	mPanTro3
-85897	1	mPanTro3
-85892	1	mPanTro3
-85885	1	mPanTro3
-85868	1	mPanTro3
-85864	1	mPanTro3
-85862	1	mPanTro3
-85856	1	mPanTro3
-85854	1	mPanTro3
-85845	1	mPanTro3
-85841	1	mPanTro3
-85839	1	mPanTro3
-85828	1	mPanTro3
-85823	1	mPanTro3
-85811	1	mPanTro3
-85810	1	mPanTro3
-85809	1	mPanTro3
-85805	1	mPanTro3
-85800	1	mPanTro3
-85795	1	mPanTro3
-85792	1	mPanTro3
-85783	1	mPanTro3
-85780	1	mPanTro3
-85773	1	mPanTro3
-85772	1	mPanTro3
-85768	1	mPanTro3
-85763	2	mPanTro3
-85758	1	mPanTro3
-85757	1	mPanTro3
-85755	1	mPanTro3
-85753	1	mPanTro3
-85750	1	mPanTro3
-85743	1	mPanTro3
-85739	1	mPanTro3
-85733	1	mPanTro3
-85729	1	mPanTro3
-85728	1	mPanTro3
-85726	1	mPanTro3
-85724	1	mPanTro3
-85716	2	mPanTro3
-85711	2	mPanTro3
-85709	1	mPanTro3
-85708	2	mPanTro3
-85706	1	mPanTro3
-85704	1	mPanTro3
-85703	1	mPanTro3
-85700	2	mPanTro3
-85691	1	mPanTro3
-85690	1	mPanTro3
-85682	1	mPanTro3
-85675	1	mPanTro3
-85651	1	mPanTro3
-85648	1	mPanTro3
-85638	2	mPanTro3
-85629	2	mPanTro3
-85628	1	mPanTro3
-85625	1	mPanTro3
-85623	1	mPanTro3
-85620	2	mPanTro3
-85604	1	mPanTro3
-85596	1	mPanTro3
-85593	1	mPanTro3
-85592	1	mPanTro3
-85587	1	mPanTro3
-85579	1	mPanTro3
-85577	1	mPanTro3
-85574	1	mPanTro3
-85567	1	mPanTro3
-85560	1	mPanTro3
-85557	1	mPanTro3
-85550	2	mPanTro3
-85549	1	mPanTro3
-85547	1	mPanTro3
-85543	2	mPanTro3
-85542	1	mPanTro3
-85533	1	mPanTro3
-85524	1	mPanTro3
-85517	1	mPanTro3
-85510	1	mPanTro3
-85509	1	mPanTro3
-85508	1	mPanTro3
-85506	1	mPanTro3
-85503	1	mPanTro3
-85501	1	mPanTro3
-85497	1	mPanTro3
-85496	1	mPanTro3
-85495	2	mPanTro3
-85494	1	mPanTro3
-85488	1	mPanTro3
-85486	1	mPanTro3
-85472	1	mPanTro3
-85467	1	mPanTro3
-85465	1	mPanTro3
-85458	1	mPanTro3
-85445	1	mPanTro3
-85441	1	mPanTro3
-85440	1	mPanTro3
-85435	2	mPanTro3
-85433	1	mPanTro3
-85428	1	mPanTro3
-85426	1	mPanTro3
-85425	1	mPanTro3
-85412	1	mPanTro3
-85410	1	mPanTro3
-85409	1	mPanTro3
-85407	1	mPanTro3
-85404	1	mPanTro3
-85402	1	mPanTro3
-85400	1	mPanTro3
-85395	1	mPanTro3
-85393	1	mPanTro3
-85383	1	mPanTro3
-85381	1	mPanTro3
-85377	1	mPanTro3
-85374	1	mPanTro3
-85368	2	mPanTro3
-85365	1	mPanTro3
-85364	1	mPanTro3
-85363	1	mPanTro3
-85362	1	mPanTro3
-85359	1	mPanTro3
-85354	1	mPanTro3
-85353	1	mPanTro3
-85341	1	mPanTro3
-85335	1	mPanTro3
-85330	1	mPanTro3
-85327	2	mPanTro3
-85322	1	mPanTro3
-85318	1	mPanTro3
-85317	1	mPanTro3
-85314	1	mPanTro3
-85313	1	mPanTro3
-85312	1	mPanTro3
-85298	3	mPanTro3
-85297	1	mPanTro3
-85294	1	mPanTro3
-85292	1	mPanTro3
-85288	1	mPanTro3
-85280	1	mPanTro3
-85279	1	mPanTro3
-85265	1	mPanTro3
-85259	1	mPanTro3
-85257	1	mPanTro3
-85239	1	mPanTro3
-85238	1	mPanTro3
-85237	1	mPanTro3
-85234	1	mPanTro3
-85227	1	mPanTro3
-85226	1	mPanTro3
-85223	1	mPanTro3
-85188	2	mPanTro3
-85186	1	mPanTro3
-85185	1	mPanTro3
-85184	1	mPanTro3
-85182	1	mPanTro3
-85181	1	mPanTro3
-85179	1	mPanTro3
-85177	1	mPanTro3
-85175	1	mPanTro3
-85160	1	mPanTro3
-85158	1	mPanTro3
-85147	1	mPanTro3
-85144	2	mPanTro3
-85129	1	mPanTro3
-85126	1	mPanTro3
-85124	1	mPanTro3
-85118	1	mPanTro3
-85107	1	mPanTro3
-85101	1	mPanTro3
-85093	1	mPanTro3
-85081	1	mPanTro3
-85071	1	mPanTro3
-85055	1	mPanTro3
-85052	1	mPanTro3
-85047	1	mPanTro3
-85046	1	mPanTro3
-85043	1	mPanTro3
-85027	2	mPanTro3
-85019	1	mPanTro3
-85004	1	mPanTro3
-85003	1	mPanTro3
-84994	2	mPanTro3
-84991	1	mPanTro3
-84990	1	mPanTro3
-84984	1	mPanTro3
-84981	1	mPanTro3
-84971	1	mPanTro3
-84968	1	mPanTro3
-84966	2	mPanTro3
-84955	1	mPanTro3
-84954	1	mPanTro3
-84948	1	mPanTro3
-84944	1	mPanTro3
-84943	1	mPanTro3
-84940	1	mPanTro3
-84936	1	mPanTro3
-84931	1	mPanTro3
-84930	3	mPanTro3
-84924	1	mPanTro3
-84922	2	mPanTro3
-84911	1	mPanTro3
-84909	1	mPanTro3
-84902	1	mPanTro3
-84901	1	mPanTro3
-84891	1	mPanTro3
-84883	1	mPanTro3
-84877	1	mPanTro3
-84870	1	mPanTro3
-84862	1	mPanTro3
-84859	1	mPanTro3
-84855	1	mPanTro3
-84853	1	mPanTro3
-84851	1	mPanTro3
-84845	1	mPanTro3
-84834	1	mPanTro3
-84826	1	mPanTro3
-84821	1	mPanTro3
-84805	1	mPanTro3
-84801	1	mPanTro3
-84778	1	mPanTro3
-84764	1	mPanTro3
-84763	1	mPanTro3
-84761	1	mPanTro3
-84755	2	mPanTro3
-84749	1	mPanTro3
-84746	1	mPanTro3
-84743	1	mPanTro3
-84734	1	mPanTro3
-84732	1	mPanTro3
-84726	1	mPanTro3
-84720	1	mPanTro3
-84713	1	mPanTro3
-84705	2	mPanTro3
-84700	1	mPanTro3
-84698	2	mPanTro3
-84696	1	mPanTro3
-84694	1	mPanTro3
-84685	1	mPanTro3
-84684	1	mPanTro3
-84679	1	mPanTro3
-84674	1	mPanTro3
-84672	1	mPanTro3
-84671	1	mPanTro3
-84670	1	mPanTro3
-84667	1	mPanTro3
-84665	1	mPanTro3
-84656	1	mPanTro3
-84653	1	mPanTro3
-84648	1	mPanTro3
-84635	1	mPanTro3
-84633	1	mPanTro3
-84621	1	mPanTro3
-84620	1	mPanTro3
-84619	1	mPanTro3
-84604	1	mPanTro3
-84601	1	mPanTro3
-84590	1	mPanTro3
-84587	1	mPanTro3
-84579	1	mPanTro3
-84577	1	mPanTro3
-84564	1	mPanTro3
-84560	1	mPanTro3
-84547	1	mPanTro3
-84546	1	mPanTro3
-84544	1	mPanTro3
-84542	1	mPanTro3
-84536	3	mPanTro3
-84535	1	mPanTro3
-84534	2	mPanTro3
-84523	1	mPanTro3
-84514	1	mPanTro3
-84512	1	mPanTro3
-84510	1	mPanTro3
-84508	1	mPanTro3
-84503	1	mPanTro3
-84502	1	mPanTro3
-84496	1	mPanTro3
-84495	1	mPanTro3
-84492	1	mPanTro3
-84490	1	mPanTro3
-84473	1	mPanTro3
-84458	1	mPanTro3
-84457	1	mPanTro3
-84455	1	mPanTro3
-84450	1	mPanTro3
-84447	1	mPanTro3
-84438	2	mPanTro3
-84436	1	mPanTro3
-84429	2	mPanTro3
-84427	1	mPanTro3
-84425	1	mPanTro3
-84423	1	mPanTro3
-84418	1	mPanTro3
-84416	1	mPanTro3
-84409	1	mPanTro3
-84405	1	mPanTro3
-84400	1	mPanTro3
-84399	1	mPanTro3
-84395	1	mPanTro3
-84390	1	mPanTro3
-84389	1	mPanTro3
-84382	1	mPanTro3
-84380	1	mPanTro3
-84375	1	mPanTro3
-84373	1	mPanTro3
-84370	1	mPanTro3
-84365	1	mPanTro3
-84357	1	mPanTro3
-84356	1	mPanTro3
-84354	3	mPanTro3
-84342	1	mPanTro3
-84341	2	mPanTro3
-84339	1	mPanTro3
-84335	1	mPanTro3
-84334	1	mPanTro3
-84317	2	mPanTro3
-84314	1	mPanTro3
-84311	2	mPanTro3
-84310	2	mPanTro3
-84288	1	mPanTro3
-84281	1	mPanTro3
-84279	1	mPanTro3
-84276	1	mPanTro3
-84272	1	mPanTro3
-84268	1	mPanTro3
-84258	1	mPanTro3
-84255	1	mPanTro3
-84245	1	mPanTro3
-84244	1	mPanTro3
-84237	2	mPanTro3
-84236	1	mPanTro3
-84235	1	mPanTro3
-84233	1	mPanTro3
-84229	1	mPanTro3
-84207	1	mPanTro3
-84206	1	mPanTro3
-84204	1	mPanTro3
-84201	2	mPanTro3
-84199	1	mPanTro3
-84187	2	mPanTro3
-84185	1	mPanTro3
-84184	1	mPanTro3
-84172	1	mPanTro3
-84162	1	mPanTro3
-84158	1	mPanTro3
-84138	1	mPanTro3
-84125	1	mPanTro3
-84124	1	mPanTro3
-84122	1	mPanTro3
-84121	1	mPanTro3
-84116	1	mPanTro3
-84114	1	mPanTro3
-84113	1	mPanTro3
-84107	2	mPanTro3
-84101	1	mPanTro3
-84096	1	mPanTro3
-84092	1	mPanTro3
-84091	1	mPanTro3
-84083	1	mPanTro3
-84075	1	mPanTro3
-84069	1	mPanTro3
-84067	1	mPanTro3
-84060	1	mPanTro3
-84050	1	mPanTro3
-84044	1	mPanTro3
-84041	1	mPanTro3
-84039	1	mPanTro3
-84028	1	mPanTro3
-84024	1	mPanTro3
-84016	2	mPanTro3
-84014	1	mPanTro3
-84008	1	mPanTro3
-83999	1	mPanTro3
-83996	1	mPanTro3
-83990	2	mPanTro3
-83985	1	mPanTro3
-83978	2	mPanTro3
-83977	1	mPanTro3
-83975	2	mPanTro3
-83967	1	mPanTro3
-83966	1	mPanTro3
-83965	1	mPanTro3
-83962	1	mPanTro3
-83960	1	mPanTro3
-83958	3	mPanTro3
-83956	1	mPanTro3
-83946	1	mPanTro3
-83939	1	mPanTro3
-83935	1	mPanTro3
-83932	2	mPanTro3
-83927	1	mPanTro3
-83923	1	mPanTro3
-83920	1	mPanTro3
-83911	1	mPanTro3
-83907	1	mPanTro3
-83903	1	mPanTro3
-83899	1	mPanTro3
-83896	2	mPanTro3
-83891	1	mPanTro3
-83881	1	mPanTro3
-83873	1	mPanTro3
-83856	1	mPanTro3
-83848	1	mPanTro3
-83843	1	mPanTro3
-83842	1	mPanTro3
-83834	1	mPanTro3
-83828	1	mPanTro3
-83813	1	mPanTro3
-83810	1	mPanTro3
-83808	1	mPanTro3
-83805	1	mPanTro3
-83803	1	mPanTro3
-83799	1	mPanTro3
-83798	1	mPanTro3
-83792	1	mPanTro3
-83788	2	mPanTro3
-83787	1	mPanTro3
-83786	1	mPanTro3
-83783	1	mPanTro3
-83781	1	mPanTro3
-83777	1	mPanTro3
-83776	2	mPanTro3
-83772	3	mPanTro3
-83771	1	mPanTro3
-83770	1	mPanTro3
-83766	1	mPanTro3
-83765	1	mPanTro3
-83764	1	mPanTro3
-83761	1	mPanTro3
-83755	1	mPanTro3
-83754	1	mPanTro3
-83752	1	mPanTro3
-83745	1	mPanTro3
-83736	1	mPanTro3
-83735	1	mPanTro3
-83734	1	mPanTro3
-83725	1	mPanTro3
-83724	1	mPanTro3
-83722	1	mPanTro3
-83716	1	mPanTro3
-83715	1	mPanTro3
-83711	2	mPanTro3
-83708	1	mPanTro3
-83707	1	mPanTro3
-83705	1	mPanTro3
-83698	1	mPanTro3
-83697	1	mPanTro3
-83691	1	mPanTro3
-83690	1	mPanTro3
-83683	2	mPanTro3
-83676	1	mPanTro3
-83672	1	mPanTro3
-83671	1	mPanTro3
-83659	1	mPanTro3
-83654	1	mPanTro3
-83648	1	mPanTro3
-83647	1	mPanTro3
-83642	1	mPanTro3
-83641	1	mPanTro3
-83638	1	mPanTro3
-83632	1	mPanTro3
-83630	1	mPanTro3
-83615	1	mPanTro3
-83611	1	mPanTro3
-83607	1	mPanTro3
-83604	1	mPanTro3
-83601	1	mPanTro3
-83600	1	mPanTro3
-83599	1	mPanTro3
-83587	1	mPanTro3
-83586	1	mPanTro3
-83583	1	mPanTro3
-83578	1	mPanTro3
-83574	1	mPanTro3
-83570	1	mPanTro3
-83568	1	mPanTro3
-83564	2	mPanTro3
-83563	1	mPanTro3
-83562	1	mPanTro3
-83561	1	mPanTro3
-83559	1	mPanTro3
-83558	1	mPanTro3
-83555	1	mPanTro3
-83554	1	mPanTro3
-83553	2	mPanTro3
-83543	1	mPanTro3
-83541	1	mPanTro3
-83540	1	mPanTro3
-83530	1	mPanTro3
-83529	1	mPanTro3
-83515	1	mPanTro3
-83510	1	mPanTro3
-83506	1	mPanTro3
-83505	1	mPanTro3
-83501	1	mPanTro3
-83500	1	mPanTro3
-83496	1	mPanTro3
-83494	1	mPanTro3
-83492	1	mPanTro3
-83489	1	mPanTro3
-83487	1	mPanTro3
-83486	1	mPanTro3
-83484	1	mPanTro3
-83478	1	mPanTro3
-83476	2	mPanTro3
-83471	1	mPanTro3
-83464	1	mPanTro3
-83462	1	mPanTro3
-83461	1	mPanTro3
-83460	1	mPanTro3
-83452	1	mPanTro3
-83446	1	mPanTro3
-83444	1	mPanTro3
-83443	1	mPanTro3
-83441	1	mPanTro3
-83440	1	mPanTro3
-83432	1	mPanTro3
-83424	1	mPanTro3
-83417	3	mPanTro3
-83416	1	mPanTro3
-83411	1	mPanTro3
-83405	1	mPanTro3
-83400	1	mPanTro3
-83399	1	mPanTro3
-83392	1	mPanTro3
-83388	1	mPanTro3
-83386	1	mPanTro3
-83382	2	mPanTro3
-83379	1	mPanTro3
-83375	1	mPanTro3
-83369	1	mPanTro3
-83361	1	mPanTro3
-83360	1	mPanTro3
-83359	1	mPanTro3
-83352	1	mPanTro3
-83351	1	mPanTro3
-83350	1	mPanTro3
-83349	1	mPanTro3
-83346	2	mPanTro3
-83345	1	mPanTro3
-83342	1	mPanTro3
-83339	1	mPanTro3
-83337	1	mPanTro3
-83327	1	mPanTro3
-83317	1	mPanTro3
-83304	2	mPanTro3
-83298	1	mPanTro3
-83297	1	mPanTro3
-83295	1	mPanTro3
-83294	1	mPanTro3
-83287	1	mPanTro3
-83283	1	mPanTro3
-83268	1	mPanTro3
-83266	1	mPanTro3
-83260	1	mPanTro3
-83258	1	mPanTro3
-83254	1	mPanTro3
-83251	1	mPanTro3
-83248	1	mPanTro3
-83247	1	mPanTro3
-83246	1	mPanTro3
-83245	1	mPanTro3
-83240	1	mPanTro3
-83236	1	mPanTro3
-83235	1	mPanTro3
