score	frequency	target
-97608	1	mGorGor1
-97606	1	mGorGor1
-97603	1	mGorGor1
-97601	1	mGorGor1
-97595	1	mGorGor1
-97588	1	mGorGor1
-97586	1	mGorGor1
-97584	1	mGorGor1
-97578	1	mGorGor1
-97577	1	mGorGor1
-97576	1	mGorGor1
-97575	1	mGorGor1
-97569	1	mGorGor1
-97568	1	mGorGor1
-97567	1	mGorGor1
-97565	1	mGorGor1
-97563	1	mGorGor1
-97554	1	mGorGor1
-97549	1	mGorGor1
-97539	1	mGorGor1
-97527	1	mGorGor1
-97524	1	mGorGor1
-97523	1	mGorGor1
-97518	1	mGorGor1
-97516	1	mGorGor1
-97514	1	mGorGor1
-97510	1	mGorGor1
-97507	1	mGorGor1
-97498	1	mGorGor1
-97497	1	mGorGor1
-97492	1	mGorGor1
-97487	1	mGorGor1
-97486	1	mGorGor1
-97479	1	mGorGor1
-97471	1	mGorGor1
-97470	1	mGorGor1
-97467	2	mGorGor1
-97466	1	mGorGor1
-97465	1	mGorGor1
-97461	3	mGorGor1
-97456	1	mGorGor1
-97453	1	mGorGor1
-97450	1	mGorGor1
-97438	2	mGorGor1
-97431	1	mGorGor1
-97423	1	mGorGor1
-97419	1	mGorGor1
-97418	2	mGorGor1
-97415	1	mGorGor1
-97410	1	mGorGor1
-97408	1	mGorGor1
-97402	2	mGorGor1
-97397	1	mGorGor1
-97389	1	mGorGor1
-97387	1	mGorGor1
-97381	1	mGorGor1
-97380	1	mGorGor1
-97376	2	mGorGor1
-97338	1	mGorGor1
-97336	1	mGorGor1
-97335	1	mGorGor1
-97331	1	mGorGor1
-97325	1	mGorGor1
-97320	1	mGorGor1
-97317	1	mGorGor1
-97308	1	mGorGor1
-97306	1	mGorGor1
-97294	1	mGorGor1
-97290	1	mGorGor1
-97288	1	mGorGor1
-97282	1	mGorGor1
-97281	1	mGorGor1
-97277	1	mGorGor1
-97266	1	mGorGor1
-97261	1	mGorGor1
-97259	1	mGorGor1
-97254	3	mGorGor1
-97246	1	mGorGor1
-97243	1	mGorGor1
-97242	1	mGorGor1
-97241	1	mGorGor1
-97230	1	mGorGor1
-97226	1	mGorGor1
-97223	2	mGorGor1
-97222	1	mGorGor1
-97220	1	mGorGor1
-97214	1	mGorGor1
-97200	1	mGorGor1
-97199	1	mGorGor1
-97192	1	mGorGor1
-97179	1	mGorGor1
-97173	1	mGorGor1
-97168	2	mGorGor1
-97164	2	mGorGor1
-97149	1	mGorGor1
-97132	1	mGorGor1
-97131	1	mGorGor1
-97126	1	mGorGor1
-97124	2	mGorGor1
-97118	1	mGorGor1
-97111	1	mGorGor1
-97104	1	mGorGor1
-97099	1	mGorGor1
-97098	1	mGorGor1
-97091	1	mGorGor1
-97090	1	mGorGor1
-97076	1	mGorGor1
-97072	2	mGorGor1
-97068	1	mGorGor1
-97058	1	mGorGor1
-97052	1	mGorGor1
-97051	1	mGorGor1
-97049	1	mGorGor1
-97048	1	mGorGor1
-97046	1	mGorGor1
-97045	1	mGorGor1
-97038	1	mGorGor1
-97034	1	mGorGor1
-97030	1	mGorGor1
-97027	1	mGorGor1
-97025	1	mGorGor1
-97020	1	mGorGor1
-97019	1	mGorGor1
-97017	1	mGorGor1
-97014	1	mGorGor1
-97012	1	mGorGor1
-97011	1	mGorGor1
-96991	2	mGorGor1
-96979	1	mGorGor1
-96972	1	mGorGor1
-96971	1	mGorGor1
-96969	1	mGorGor1
-96968	1	mGorGor1
-96965	1	mGorGor1
-96963	1	mGorGor1
-96960	1	mGorGor1
-96951	1	mGorGor1
-96942	1	mGorGor1
-96941	1	mGorGor1
-96938	1	mGorGor1
-96937	1	mGorGor1
-96936	1	mGorGor1
-96929	1	mGorGor1
-96917	1	mGorGor1
-96911	1	mGorGor1
-96902	1	mGorGor1
-96899	1	mGorGor1
-96897	1	mGorGor1
-96894	2	mGorGor1
-96893	1	mGorGor1
-96891	1	mGorGor1
-96890	1	mGorGor1
-96889	1	mGorGor1
-96883	1	mGorGor1
-96878	2	mGorGor1
-96868	1	mGorGor1
-96867	1	mGorGor1
-96866	1	mGorGor1
-96864	1	mGorGor1
-96858	1	mGorGor1
-96855	1	mGorGor1
-96851	1	mGorGor1
-96849	1	mGorGor1
-96839	1	mGorGor1
-96833	1	mGorGor1
-96832	1	mGorGor1
-96831	1	mGorGor1
-96830	1	mGorGor1
-96824	1	mGorGor1
-96820	1	mGorGor1
-96814	1	mGorGor1
-96808	1	mGorGor1
-96799	1	mGorGor1
-96796	1	mGorGor1
-96789	1	mGorGor1
-96784	1	mGorGor1
-96781	1	mGorGor1
-96778	1	mGorGor1
-96776	1	mGorGor1
-96770	1	mGorGor1
-96759	1	mGorGor1
-96758	2	mGorGor1
-96757	1	mGorGor1
-96754	1	mGorGor1
-96745	1	mGorGor1
-96744	1	mGorGor1
-96743	1	mGorGor1
-96739	1	mGorGor1
-96734	1	mGorGor1
-96728	3	mGorGor1
-96726	1	mGorGor1
-96725	1	mGorGor1
-96724	1	mGorGor1
-96723	1	mGorGor1
-96718	1	mGorGor1
-96711	1	mGorGor1
-96709	1	mGorGor1
-96702	1	mGorGor1
-96700	1	mGorGor1
-96696	1	mGorGor1
-96688	1	mGorGor1
-96671	1	mGorGor1
-96667	1	mGorGor1
-96659	1	mGorGor1
-96642	1	mGorGor1
-96632	1	mGorGor1
-96630	1	mGorGor1
-96629	1	mGorGor1
-96628	1	mGorGor1
-96627	1	mGorGor1
-96626	1	mGorGor1
-96619	1	mGorGor1
-96610	1	mGorGor1
-96609	1	mGorGor1
-96597	1	mGorGor1
-96594	1	mGorGor1
-96592	1	mGorGor1
-96590	1	mGorGor1
-96576	1	mGorGor1
-96570	1	mGorGor1
-96567	1	mGorGor1
-96559	1	mGorGor1
-96554	1	mGorGor1
-96552	1	mGorGor1
-96539	1	mGorGor1
-96538	1	mGorGor1
-96534	1	mGorGor1
-96530	1	mGorGor1
-96523	1	mGorGor1
-96508	1	mGorGor1
-96501	1	mGorGor1
-96495	1	mGorGor1
-96487	1	mGorGor1
-96480	1	mGorGor1
-96479	1	mGorGor1
-96477	1	mGorGor1
-96474	1	mGorGor1
-96469	1	mGorGor1
-96463	1	mGorGor1
-96458	1	mGorGor1
-96437	1	mGorGor1
-96432	1	mGorGor1
-96430	1	mGorGor1
-96429	1	mGorGor1
-96425	1	mGorGor1
-96424	1	mGorGor1
-96422	1	mGorGor1
-96414	1	mGorGor1
-96412	1	mGorGor1
-96405	1	mGorGor1
-96404	1	mGorGor1
-96402	1	mGorGor1
-96400	1	mGorGor1
-96398	1	mGorGor1
-96387	1	mGorGor1
-96376	1	mGorGor1
-96369	3	mGorGor1
-96366	1	mGorGor1
-96359	1	mGorGor1
-96357	1	mGorGor1
-96356	1	mGorGor1
-96352	2	mGorGor1
-96346	1	mGorGor1
-96344	1	mGorGor1
-96341	1	mGorGor1
-96338	1	mGorGor1
-96336	1	mGorGor1
-96333	1	mGorGor1
-96331	1	mGorGor1
-96326	1	mGorGor1
-96324	1	mGorGor1
-96320	2	mGorGor1
-96318	2	mGorGor1
-96317	1	mGorGor1
-96315	1	mGorGor1
-96307	1	mGorGor1
-96304	1	mGorGor1
-96302	1	mGorGor1
-96300	1	mGorGor1
-96298	1	mGorGor1
-96296	1	mGorGor1
-96286	1	mGorGor1
-96279	1	mGorGor1
-96270	1	mGorGor1
-96265	1	mGorGor1
-96262	1	mGorGor1
-96260	1	mGorGor1
-96258	1	mGorGor1
-96257	1	mGorGor1
-96255	1	mGorGor1
-96253	2	mGorGor1
-96251	1	mGorGor1
-96250	1	mGorGor1
-96240	1	mGorGor1
-96238	1	mGorGor1
-96236	2	mGorGor1
-96232	1	mGorGor1
-96231	1	mGorGor1
-96225	1	mGorGor1
-96223	1	mGorGor1
-96222	1	mGorGor1
-96221	2	mGorGor1
-96220	1	mGorGor1
-96214	2	mGorGor1
-96209	2	mGorGor1
-96208	1	mGorGor1
-96199	2	mGorGor1
-96198	1	mGorGor1
-96197	1	mGorGor1
-96193	1	mGorGor1
-96191	1	mGorGor1
-96190	1	mGorGor1
-96188	1	mGorGor1
-96184	2	mGorGor1
-96181	1	mGorGor1
-96178	1	mGorGor1
-96177	2	mGorGor1
-96175	1	mGorGor1
-96171	1	mGorGor1
-96170	1	mGorGor1
-96166	1	mGorGor1
-96148	1	mGorGor1
-96145	1	mGorGor1
-96144	1	mGorGor1
-96142	1	mGorGor1
-96140	2	mGorGor1
-96130	1	mGorGor1
-96128	1	mGorGor1
-96126	2	mGorGor1
-96120	1	mGorGor1
-96118	1	mGorGor1
-96109	1	mGorGor1
-96108	1	mGorGor1
-96105	2	mGorGor1
-96092	1	mGorGor1
-96086	1	mGorGor1
-96078	1	mGorGor1
-96071	1	mGorGor1
-96069	1	mGorGor1
-96067	1	mGorGor1
-96064	2	mGorGor1
-96055	1	mGorGor1
-96051	1	mGorGor1
-96048	1	mGorGor1
-96047	1	mGorGor1
-96043	1	mGorGor1
-96035	1	mGorGor1
-96034	1	mGorGor1
-96024	1	mGorGor1
-96021	1	mGorGor1
-96016	1	mGorGor1
-96013	1	mGorGor1
-96006	1	mGorGor1
-96005	1	mGorGor1
-96002	1	mGorGor1
-95993	1	mGorGor1
-95991	1	mGorGor1
-95979	1	mGorGor1
-95976	1	mGorGor1
-95974	1	mGorGor1
-95967	1	mGorGor1
-95966	1	mGorGor1
-95965	1	mGorGor1
-95960	1	mGorGor1
-95958	2	mGorGor1
-95957	1	mGorGor1
-95956	1	mGorGor1
-95949	1	mGorGor1
-95945	1	mGorGor1
-95940	1	mGorGor1
-95935	1	mGorGor1
-95933	1	mGorGor1
-95925	1	mGorGor1
-95922	1	mGorGor1
-95918	2	mGorGor1
-95917	1	mGorGor1
-95914	1	mGorGor1
-95908	1	mGorGor1
-95906	1	mGorGor1
-95890	1	mGorGor1
-95887	1	mGorGor1
-95881	1	mGorGor1
-95880	2	mGorGor1
-95867	1	mGorGor1
-95854	1	mGorGor1
-95841	1	mGorGor1
-95834	1	mGorGor1
-95833	1	mGorGor1
-95826	1	mGorGor1
-95823	2	mGorGor1
-95821	1	mGorGor1
-95815	1	mGorGor1
-95810	1	mGorGor1
-95808	1	mGorGor1
-95796	1	mGorGor1
-95791	1	mGorGor1
-95790	1	mGorGor1
-95789	1	mGorGor1
-95787	1	mGorGor1
-95786	1	mGorGor1
-95781	1	mGorGor1
-95776	1	mGorGor1
-95770	1	mGorGor1
-95757	1	mGorGor1
-95752	1	mGorGor1
-95749	1	mGorGor1
-95741	2	mGorGor1
-95739	1	mGorGor1
-95729	1	mGorGor1
-95725	3	mGorGor1
-95720	1	mGorGor1
-95714	1	mGorGor1
-95701	1	mGorGor1
-95697	1	mGorGor1
-95693	1	mGorGor1
-95691	1	mGorGor1
-95684	1	mGorGor1
-95670	1	mGorGor1
-95668	1	mGorGor1
-95667	1	mGorGor1
-95658	1	mGorGor1
-95657	1	mGorGor1
-95642	1	mGorGor1
-95640	1	mGorGor1
-95638	1	mGorGor1
-95626	1	mGorGor1
-95620	1	mGorGor1
-95614	1	mGorGor1
-95611	1	mGorGor1
-95601	1	mGorGor1
-95597	1	mGorGor1
-95590	1	mGorGor1
-95589	1	mGorGor1
-95585	1	mGorGor1
-95565	1	mGorGor1
-95558	1	mGorGor1
-95555	2	mGorGor1
-95549	1	mGorGor1
-95531	1	mGorGor1
-95519	2	mGorGor1
-95512	1	mGorGor1
-95507	2	mGorGor1
-95505	1	mGorGor1
-95502	2	mGorGor1
-95498	1	mGorGor1
-95494	1	mGorGor1
-95486	1	mGorGor1
-95485	1	mGorGor1
-95484	1	mGorGor1
-95471	1	mGorGor1
-95467	1	mGorGor1
-95465	1	mGorGor1
-95451	1	mGorGor1
-95448	1	mGorGor1
-95442	1	mGorGor1
-95438	4	mGorGor1
-95437	1	mGorGor1
-95431	1	mGorGor1
-95407	1	mGorGor1
-95400	2	mGorGor1
-95389	1	mGorGor1
-95387	1	mGorGor1
-95383	1	mGorGor1
-95382	1	mGorGor1
-95376	1	mGorGor1
-95370	1	mGorGor1
-95363	1	mGorGor1
-95356	1	mGorGor1
-95355	1	mGorGor1
-95342	1	mGorGor1
-95336	1	mGorGor1
-95333	1	mGorGor1
-95330	1	mGorGor1
-95325	1	mGorGor1
-95322	1	mGorGor1
-95320	1	mGorGor1
-95305	1	mGorGor1
-95302	2	mGorGor1
-95301	1	mGorGor1
-95299	1	mGorGor1
-95295	1	mGorGor1
-95289	1	mGorGor1
-95283	2	mGorGor1
-95280	1	mGorGor1
-95272	1	mGorGor1
-95266	2	mGorGor1
-95265	1	mGorGor1
-95259	1	mGorGor1
-95246	1	mGorGor1
-95245	1	mGorGor1
-95235	1	mGorGor1
-95231	2	mGorGor1
-95230	1	mGorGor1
-95220	1	mGorGor1
-95218	1	mGorGor1
-95216	1	mGorGor1
-95213	1	mGorGor1
-95212	1	mGorGor1
-95203	1	mGorGor1
-95201	1	mGorGor1
-95196	1	mGorGor1
-95195	2	mGorGor1
-95184	1	mGorGor1
-95181	1	mGorGor1
-95177	1	mGorGor1
-95176	1	mGorGor1
-95167	2	mGorGor1
-95162	1	mGorGor1
-95153	1	mGorGor1
-95152	1	mGorGor1
-95144	1	mGorGor1
-95142	1	mGorGor1
-95133	1	mGorGor1
-95127	1	mGorGor1
-95124	1	mGorGor1
-95122	1	mGorGor1
-95121	1	mGorGor1
-95120	1	mGorGor1
-95113	1	mGorGor1
-95107	1	mGorGor1
-95088	1	mGorGor1
-95078	2	mGorGor1
-95071	1	mGorGor1
-95066	1	mGorGor1
-95064	2	mGorGor1
-95058	1	mGorGor1
-95053	1	mGorGor1
-95047	1	mGorGor1
-95044	1	mGorGor1
-95043	1	mGorGor1
-95036	1	mGorGor1
-95027	1	mGorGor1
-95020	1	mGorGor1
-95019	1	mGorGor1
-95016	1	mGorGor1
-95010	1	mGorGor1
-95009	1	mGorGor1
-95007	1	mGorGor1
-94995	1	mGorGor1
-94994	1	mGorGor1
-94990	1	mGorGor1
-94983	1	mGorGor1
-94979	1	mGorGor1
-94974	1	mGorGor1
-94969	1	mGorGor1
-94967	1	mGorGor1
-94963	1	mGorGor1
-94959	1	mGorGor1
-94955	1	mGorGor1
-94952	2	mGorGor1
-94947	1	mGorGor1
-94946	1	mGorGor1
-94943	1	mGorGor1
-94936	1	mGorGor1
-94920	1	mGorGor1
-94914	1	mGorGor1
-94897	1	mGorGor1
-94892	1	mGorGor1
-94890	1	mGorGor1
-94886	1	mGorGor1
-94885	1	mGorGor1
-94882	1	mGorGor1
-94869	1	mGorGor1
-94852	1	mGorGor1
-94851	1	mGorGor1
-94824	1	mGorGor1
-94819	1	mGorGor1
-94818	2	mGorGor1
-94812	1	mGorGor1
-94801	1	mGorGor1
-94794	2	mGorGor1
-94793	1	mGorGor1
-94791	1	mGorGor1
-94783	1	mGorGor1
-94780	2	mGorGor1
-94779	1	mGorGor1
-94775	1	mGorGor1
-94772	1	mGorGor1
-94769	1	mGorGor1
-94762	1	mGorGor1
-94759	1	mGorGor1
-94758	1	mGorGor1
-94756	1	mGorGor1
-94748	2	mGorGor1
-94747	1	mGorGor1
-94746	1	mGorGor1
-94745	1	mGorGor1
-94742	2	mGorGor1
-94734	1	mGorGor1
-94732	1	mGorGor1
-94730	1	mGorGor1
-94727	1	mGorGor1
-94725	1	mGorGor1
-94724	1	mGorGor1
-94715	2	mGorGor1
-94714	1	mGorGor1
-94697	1	mGorGor1
-94691	1	mGorGor1
-94687	1	mGorGor1
-94683	2	mGorGor1
-94682	1	mGorGor1
-94672	1	mGorGor1
-94665	1	mGorGor1
-94663	1	mGorGor1
-94658	1	mGorGor1
-94654	1	mGorGor1
-94648	1	mGorGor1
-94643	1	mGorGor1
-94641	1	mGorGor1
-94639	2	mGorGor1
-94633	1	mGorGor1
-94632	2	mGorGor1
-94626	1	mGorGor1
-94611	1	mGorGor1
-94602	1	mGorGor1
-94591	1	mGorGor1
-94587	1	mGorGor1
-94585	1	mGorGor1
-94583	1	mGorGor1
-94575	2	mGorGor1
-94557	1	mGorGor1
-94555	1	mGorGor1
-94544	1	mGorGor1
-94543	1	mGorGor1
-94539	1	mGorGor1
-94536	1	mGorGor1
-94516	1	mGorGor1
-94514	2	mGorGor1
-94513	1	mGorGor1
-94506	1	mGorGor1
-94504	1	mGorGor1
-94502	1	mGorGor1
-94498	1	mGorGor1
-94497	2	mGorGor1
-94496	1	mGorGor1
-94494	1	mGorGor1
-94493	1	mGorGor1
-94489	1	mGorGor1
-94485	1	mGorGor1
-94479	2	mGorGor1
-94475	1	mGorGor1
-94472	1	mGorGor1
-94469	1	mGorGor1
-94451	1	mGorGor1
-94448	1	mGorGor1
-94446	2	mGorGor1
-94442	1	mGorGor1
-94436	1	mGorGor1
-94431	1	mGorGor1
-94425	2	mGorGor1
-94417	1	mGorGor1
-94410	1	mGorGor1
-94409	2	mGorGor1
-94408	1	mGorGor1
-94402	1	mGorGor1
-94401	1	mGorGor1
-94397	1	mGorGor1
-94393	1	mGorGor1
-94390	2	mGorGor1
-94378	1	mGorGor1
-94368	1	mGorGor1
-94361	2	mGorGor1
-94360	1	mGorGor1
-94359	1	mGorGor1
-94351	2	mGorGor1
-94349	1	mGorGor1
-94346	1	mGorGor1
-94341	1	mGorGor1
-94334	2	mGorGor1
-94328	1	mGorGor1
-94318	1	mGorGor1
-94311	1	mGorGor1
-94309	1	mGorGor1
-94303	1	mGorGor1
-94296	1	mGorGor1
-94295	2	mGorGor1
-94294	2	mGorGor1
-94292	1	mGorGor1
-94290	1	mGorGor1
-94284	1	mGorGor1
-94281	1	mGorGor1
-94280	1	mGorGor1
-94275	1	mGorGor1
-94269	1	mGorGor1
-94267	1	mGorGor1
-94266	2	mGorGor1
-94261	1	mGorGor1
-94251	2	mGorGor1
-94250	2	mGorGor1
-94241	1	mGorGor1
-94240	1	mGorGor1
-94239	1	mGorGor1
-94237	1	mGorGor1
-94235	1	mGorGor1
-94234	1	mGorGor1
-94231	1	mGorGor1
-94228	1	mGorGor1
-94226	2	mGorGor1
-94225	1	mGorGor1
-94223	1	mGorGor1
-94220	2	mGorGor1
-94217	1	mGorGor1
-94212	1	mGorGor1
-94205	1	mGorGor1
-94199	1	mGorGor1
-94191	1	mGorGor1
-94189	1	mGorGor1
-94187	1	mGorGor1
-94183	1	mGorGor1
-94177	1	mGorGor1
-94156	1	mGorGor1
-94155	1	mGorGor1
-94149	1	mGorGor1
-94143	1	mGorGor1
-94139	1	mGorGor1
-94134	1	mGorGor1
-94132	1	mGorGor1
-94130	1	mGorGor1
-94127	1	mGorGor1
-94124	1	mGorGor1
-94121	1	mGorGor1
-94118	1	mGorGor1
-94114	1	mGorGor1
-94099	1	mGorGor1
-94095	2	mGorGor1
-94094	1	mGorGor1
-94092	1	mGorGor1
-94091	1	mGorGor1
-94089	1	mGorGor1
-94088	1	mGorGor1
-94085	2	mGorGor1
-94084	1	mGorGor1
-94077	1	mGorGor1
-94070	1	mGorGor1
-94067	1	mGorGor1
-94065	1	mGorGor1
-94050	1	mGorGor1
-94047	2	mGorGor1
-94045	1	mGorGor1
-94042	1	mGorGor1
-94041	1	mGorGor1
-94030	1	mGorGor1
-94026	1	mGorGor1
-94024	1	mGorGor1
-94009	1	mGorGor1
-94005	1	mGorGor1
-94004	1	mGorGor1
-94000	2	mGorGor1
-93995	1	mGorGor1
-93990	1	mGorGor1
-93989	1	mGorGor1
-93988	1	mGorGor1
-93980	1	mGorGor1
-93967	1	mGorGor1
-93964	1	mGorGor1
-93958	1	mGorGor1
-93955	1	mGorGor1
-93954	1	mGorGor1
-93941	1	mGorGor1
-93930	2	mGorGor1
-93907	1	mGorGor1
-93901	1	mGorGor1
-93897	1	mGorGor1
-93893	1	mGorGor1
-93891	1	mGorGor1
-93881	2	mGorGor1
-93880	1	mGorGor1
-93878	1	mGorGor1
-93873	1	mGorGor1
-93865	1	mGorGor1
-93861	1	mGorGor1
-93860	1	mGorGor1
-93854	1	mGorGor1
-93849	1	mGorGor1
-93848	1	mGorGor1
-93845	2	mGorGor1
-93841	1	mGorGor1
-93840	1	mGorGor1
-93839	1	mGorGor1
-93834	1	mGorGor1
-93828	1	mGorGor1
-93823	1	mGorGor1
-93813	2	mGorGor1
-93808	1	mGorGor1
-93806	1	mGorGor1
-93805	2	mGorGor1
-93793	1	mGorGor1
-93787	1	mGorGor1
-93785	1	mGorGor1
-93773	1	mGorGor1
-93772	1	mGorGor1
-93771	1	mGorGor1
-93764	1	mGorGor1
-93763	1	mGorGor1
-93761	1	mGorGor1
-93751	2	mGorGor1
-93745	1	mGorGor1
-93738	2	mGorGor1
-93736	1	mGorGor1
-93732	1	mGorGor1
-93728	1	mGorGor1
-93725	1	mGorGor1
-93724	1	mGorGor1
-93716	1	mGorGor1
-93712	1	mGorGor1
-93705	1	mGorGor1
-93693	3	mGorGor1
-93688	1	mGorGor1
-93687	1	mGorGor1
-93678	1	mGorGor1
-93677	1	mGorGor1
-93675	1	mGorGor1
-93674	1	mGorGor1
-93673	1	mGorGor1
-93668	1	mGorGor1
-93667	1	mGorGor1
-93662	1	mGorGor1
-93659	1	mGorGor1
-93656	1	mGorGor1
-93653	1	mGorGor1
-93648	1	mGorGor1
-93647	2	mGorGor1
-93644	1	mGorGor1
-93643	1	mGorGor1
-93640	1	mGorGor1
-93637	1	mGorGor1
-93636	1	mGorGor1
-93629	1	mGorGor1
-93623	1	mGorGor1
-93621	1	mGorGor1
-93614	1	mGorGor1
-93610	1	mGorGor1
-93606	1	mGorGor1
-93603	1	mGorGor1
-93601	1	mGorGor1
-93597	1	mGorGor1
-93595	1	mGorGor1
-93578	1	mGorGor1
-93577	1	mGorGor1
-93576	1	mGorGor1
-93570	1	mGorGor1
-93565	1	mGorGor1
-93560	2	mGorGor1
-93541	1	mGorGor1
-93525	1	mGorGor1
-93522	1	mGorGor1
-93515	1	mGorGor1
-93513	1	mGorGor1
-93507	1	mGorGor1
-93503	1	mGorGor1
-93501	1	mGorGor1
-93493	1	mGorGor1
-93491	1	mGorGor1
-93486	1	mGorGor1
-93475	1	mGorGor1
-93470	1	mGorGor1
-93469	1	mGorGor1
-93467	1	mGorGor1
-93461	1	mGorGor1
-93459	1	mGorGor1
-93457	1	mGorGor1
-93451	1	mGorGor1
-93445	1	mGorGor1
-93443	2	mGorGor1
-93441	1	mGorGor1
-93432	1	mGorGor1
-93422	1	mGorGor1
-93421	1	mGorGor1
-93416	2	mGorGor1
-93415	1	mGorGor1
-93413	1	mGorGor1
-93407	2	mGorGor1
-93398	1	mGorGor1
-93395	2	mGorGor1
-93391	1	mGorGor1
-93388	1	mGorGor1
-93386	1	mGorGor1
-93385	1	mGorGor1
-93383	1	mGorGor1
-93379	1	mGorGor1
-93369	1	mGorGor1
-93352	1	mGorGor1
-93345	1	mGorGor1
-93343	3	mGorGor1
-93338	1	mGorGor1
-93337	1	mGorGor1
-93334	1	mGorGor1
-93332	1	mGorGor1
-93327	1	mGorGor1
-93326	1	mGorGor1
-93319	1	mGorGor1
-93318	1	mGorGor1
-93315	1	mGorGor1
-93314	1	mGorGor1
-93313	2	mGorGor1
-93311	1	mGorGor1
-93301	2	mGorGor1
-93300	1	mGorGor1
-93296	1	mGorGor1
-93294	1	mGorGor1
-93284	1	mGorGor1
-93280	1	mGorGor1
-93276	1	mGorGor1
-93274	1	mGorGor1
-93267	1	mGorGor1
-93264	1	mGorGor1
-93261	3	mGorGor1
-93258	1	mGorGor1
-93246	1	mGorGor1
-93245	1	mGorGor1
-93241	1	mGorGor1
-93238	4	mGorGor1
-93235	1	mGorGor1
-93230	1	mGorGor1
-93229	2	mGorGor1
-93218	1	mGorGor1
-93215	2	mGorGor1
-93203	1	mGorGor1
-93188	1	mGorGor1
-93183	1	mGorGor1
-93175	1	mGorGor1
-93173	2	mGorGor1
-93169	1	mGorGor1
-93167	1	mGorGor1
-93166	1	mGorGor1
-93163	1	mGorGor1
-93158	1	mGorGor1
-93146	2	mGorGor1
-93141	1	mGorGor1
-93133	1	mGorGor1
-93128	2	mGorGor1
-93124	1	mGorGor1
-93123	1	mGorGor1
-93120	1	mGorGor1
-93109	1	mGorGor1
-93106	1	mGorGor1
-93103	1	mGorGor1
-93098	1	mGorGor1
-93097	2	mGorGor1
-93096	1	mGorGor1
-93095	1	mGorGor1
-93089	1	mGorGor1
-93086	1	mGorGor1
-93083	1	mGorGor1
-93081	1	mGorGor1
-93079	1	mGorGor1
-93077	1	mGorGor1
-93068	2	mGorGor1
-93064	1	mGorGor1
-93054	1	mGorGor1
-93043	1	mGorGor1
-93041	1	mGorGor1
-93033	1	mGorGor1
-93029	1	mGorGor1
-93016	1	mGorGor1
-93000	1	mGorGor1
-92995	1	mGorGor1
-92994	1	mGorGor1
-92993	1	mGorGor1
-92986	1	mGorGor1
-92979	1	mGorGor1
-92974	1	mGorGor1
-92967	2	mGorGor1
-92966	1	mGorGor1
-92954	1	mGorGor1
-92952	1	mGorGor1
-92950	1	mGorGor1
-92944	1	mGorGor1
-92939	1	mGorGor1
-92934	1	mGorGor1
-92924	1	mGorGor1
-92923	1	mGorGor1
-92891	1	mGorGor1
-92886	1	mGorGor1
-92879	1	mGorGor1
-92870	1	mGorGor1
-92863	1	mGorGor1
-92854	1	mGorGor1
-92850	1	mGorGor1
-92849	1	mGorGor1
-92848	1	mGorGor1
-92842	1	mGorGor1
-92837	1	mGorGor1
-92830	1	mGorGor1
-92829	1	mGorGor1
-92825	1	mGorGor1
-92822	1	mGorGor1
-92818	1	mGorGor1
-92816	1	mGorGor1
-92814	1	mGorGor1
-92813	1	mGorGor1
-92808	1	mGorGor1
-92803	1	mGorGor1
-92801	1	mGorGor1
-92796	1	mGorGor1
-92795	1	mGorGor1
-92791	1	mGorGor1
-92788	1	mGorGor1
-92787	2	mGorGor1
-92785	1	mGorGor1
-92784	1	mGorGor1
-92781	1	mGorGor1
-92774	1	mGorGor1
-92767	1	mGorGor1
-92763	1	mGorGor1
-92754	2	mGorGor1
-92752	1	mGorGor1
-92738	1	mGorGor1
-92729	1	mGorGor1
-92727	1	mGorGor1
-92725	1	mGorGor1
-92720	1	mGorGor1
-92718	1	mGorGor1
-92704	1	mGorGor1
-92703	1	mGorGor1
-92700	1	mGorGor1
-92694	1	mGorGor1
-92679	1	mGorGor1
-92676	1	mGorGor1
-92675	2	mGorGor1
-92673	1	mGorGor1
-92671	1	mGorGor1
-92669	1	mGorGor1
-92664	1	mGorGor1
-92655	1	mGorGor1
-92643	1	mGorGor1
-92642	1	mGorGor1
-92636	2	mGorGor1
-92633	1	mGorGor1
-92617	1	mGorGor1
-92615	1	mGorGor1
-92614	1	mGorGor1
-92611	1	mGorGor1
-92595	1	mGorGor1
-92593	1	mGorGor1
-92592	1	mGorGor1
-92589	1	mGorGor1
-92584	1	mGorGor1
-92580	1	mGorGor1
-92569	1	mGorGor1
-92568	1	mGorGor1
-92555	1	mGorGor1
-92554	1	mGorGor1
-92550	1	mGorGor1
-92547	1	mGorGor1
-92545	1	mGorGor1
-92544	3	mGorGor1
-92543	2	mGorGor1
-92540	1	mGorGor1
-92531	1	mGorGor1
-92527	1	mGorGor1
-92524	1	mGorGor1
-92517	1	mGorGor1
-92513	1	mGorGor1
-92512	1	mGorGor1
-92509	2	mGorGor1
-92507	1	mGorGor1
-92501	2	mGorGor1
-92492	1	mGorGor1
-92488	1	mGorGor1
-92485	1	mGorGor1
-92482	1	mGorGor1
-92479	1	mGorGor1
-92478	2	mGorGor1
-92477	1	mGorGor1
-92473	1	mGorGor1
-92465	1	mGorGor1
-92456	1	mGorGor1
-92447	1	mGorGor1
-92442	1	mGorGor1
-92438	1	mGorGor1
-92434	1	mGorGor1
-92431	2	mGorGor1
-92425	1	mGorGor1
-92424	1	mGorGor1
-92417	1	mGorGor1
