dataset	target	method	mc	distance	records	tpa_bytes	idx_bytes
hprcv2-25k	HG00272_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3642890	423102781	15893651
hprcv2-25k	HG00272_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2707369	310400207	11183225
hprcv2-25k	HG00280_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3021002	336284930	12676376
hprcv2-25k	HG00280_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2333039	267681914	9309221
hprcv2-25k	HG00290_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2166681	247704322	8644306
hprcv2-25k	HG00290_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2504166	282179694	10107665
hprcv2-25k	HG00320_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2669556	304628204	10965722
hprcv2-25k	HG00320_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2760373	323349112	11492228
hprcv2-25k	HG00321_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2422670	272981343	9707326
hprcv2-25k	HG00321_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2706288	310736241	11183670
hprcv2-25k	HG00323_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2553841	292910145	10410764
hprcv2-25k	HG00323_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3175978	361459772	13492063
hprcv2-25k	HG00329_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2854069	312170418	11782467
hprcv2-25k	HG00329_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2690256	307689218	11088846
hprcv2-25k	HG00344_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2724961	310505831	11240723
hprcv2-25k	HG00344_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2832337	317153963	11723266
hprcv2-25k	HG00350_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2632730	298278810	10760253
hprcv2-25k	HG00350_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2982377	343680795	12563042
hprcv2-25k	HG00408_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2208731	251446355	8814832
hprcv2-25k	HG00408_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2697626	317373472	11172970
hprcv2-25k	HG00423_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2527263	300240933	10346040
hprcv2-25k	HG00423_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2779430	320207212	11540082
hprcv2-25k	HG00438_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2638607	295466085	10757361
hprcv2-25k	HG00438_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3039686	346254419	12832623
hprcv2-25k	HG00544_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2416252	278964993	9724746
hprcv2-25k	HG00544_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2900174	327758497	12100492
hprcv2-25k	HG00558_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2598643	304686258	10676140
hprcv2-25k	HG00558_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2798473	338524705	11740735
hprcv2-25k	HG00597_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3107142	363591843	13181409
hprcv2-25k	HG00597_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2449754	279994659	9874197
hprcv2-25k	HG005_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2694856	304759117	11077675
hprcv2-25k	HG005_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2805034	309642690	11575412
hprcv2-25k	HG00609_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3264483	379107483	13991573
hprcv2-25k	HG00609_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2931409	325755688	12219518
hprcv2-25k	HG00621_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2198318	259750120	8771930
hprcv2-25k	HG00621_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2462592	273732218	9866861
hprcv2-25k	HG00639_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3204810	366855549	13666943
hprcv2-25k	HG00639_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3037673	340878028	12773092
hprcv2-25k	HG00642_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2583862	289523779	10495147
hprcv2-25k	HG00642_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3189271	339184661	13409610
hprcv2-25k	HG00658_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2798017	324049741	11650425
hprcv2-25k	HG00658_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2999383	328212948	12509108
hprcv2-25k	HG00673_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2585341	297868780	10574396
hprcv2-25k	HG00673_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2621823	291122062	10667832
hprcv2-25k	HG00706_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2381676	281431507	9619613
hprcv2-25k	HG00706_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2711000	289965701	11009434
hprcv2-25k	HG00733_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3466455	401493810	15007265
hprcv2-25k	HG00733_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3162866	356746676	13418201
hprcv2-25k	HG00735_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2532741	293101269	10328713
hprcv2-25k	HG00735_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2544469	283508364	10296875
hprcv2-25k	HG00738_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2755440	311366261	11398121
hprcv2-25k	HG00738_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3026896	340781268	12729715
hprcv2-25k	HG00741_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2635881	303363371	10810684
hprcv2-25k	HG00741_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2205792	251659035	8805496
hprcv2-25k	HG01071_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2457157	275642088	9873003
hprcv2-25k	HG01071_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2562622	291909815	10427126
hprcv2-25k	HG01074_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3128829	364305322	13301570
hprcv2-25k	HG01074_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2503286	283162174	10118688
hprcv2-25k	HG01081_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2377547	269723492	9500469
hprcv2-25k	HG01081_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2634982	307278597	10843562
hprcv2-25k	HG01099_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3025179	340504500	12734738
hprcv2-25k	HG01099_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3331048	367901439	14212904
hprcv2-25k	HG01106_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2695684	313746675	11138794
hprcv2-25k	HG01106_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2664990	289283061	10816397
hprcv2-25k	HG01109_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2706718	295478835	11041595
hprcv2-25k	HG01109_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2184146	233612141	8717910
hprcv2-25k	HG01123_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2318492	267740724	9257512
hprcv2-25k	HG01123_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2767980	320314719	11496113
hprcv2-25k	HG01150_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3216552	363531255	13692596
hprcv2-25k	HG01150_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2369523	269257566	9460677
hprcv2-25k	HG01167_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3458616	380606552	14834826
hprcv2-25k	HG01167_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2298270	254947416	9170018
hprcv2-25k	HG01175_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2519860	289837951	10239256
hprcv2-25k	HG01175_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2911468	336887688	12193467
hprcv2-25k	HG01192_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2919143	337607087	12243855
hprcv2-25k	HG01192_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2489654	267271050	9933957
hprcv2-25k	HG01243_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2867105	325790992	11950804
hprcv2-25k	HG01243_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3369227	362403257	14324251
hprcv2-25k	HG01252_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2202993	255646499	8789099
hprcv2-25k	HG01252_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2592231	286706762	10508069
hprcv2-25k	HG01255_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2350060	272603976	9409013
hprcv2-25k	HG01255_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2737796	303249137	11245367
hprcv2-25k	HG01258_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2482057	285707489	10056633
hprcv2-25k	HG01258_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2503222	276207246	10063091
hprcv2-25k	HG01261_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2443649	284760364	9884691
hprcv2-25k	HG01261_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1821825	200603246	7262638
hprcv2-25k	HG01346_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2901382	337217298	12177581
hprcv2-25k	HG01346_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1944458	217625410	7754459
hprcv2-25k	HG01358_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3250047	373832660	13915061
hprcv2-25k	HG01358_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2706576	305952977	11125749
hprcv2-25k	HG01361_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2815729	321778258	11697460
hprcv2-25k	HG01361_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2677457	304504660	11007057
hprcv2-25k	HG01433_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2469261	292941390	10057325
hprcv2-25k	HG01433_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2472435	275042957	9931777
hprcv2-25k	HG01496_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2370257	273938562	9508985
hprcv2-25k	HG01496_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2530087	298432981	10355211
hprcv2-25k	HG01530_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2543666	280150322	10259687
hprcv2-25k	HG01530_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2805854	321266800	11659133
hprcv2-25k	HG01784_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2947235	347113884	12427197
hprcv2-25k	HG01784_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2469675	262916527	9858137
hprcv2-25k	HG01786_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2606669	294279275	10634688
hprcv2-25k	HG01786_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2797276	316148092	11600269
hprcv2-25k	HG01884_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2284836	249113771	9114771
hprcv2-25k	HG01884_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2313952	257285404	9236253
hprcv2-25k	HG01891_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2870699	308838285	11837369
hprcv2-25k	HG01891_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2667583	289187588	10829171
hprcv2-25k	HG01928_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2783055	316453275	11527444
hprcv2-25k	HG01928_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2635920	284051672	10655045
hprcv2-25k	HG01934_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2454878	277665213	9879022
hprcv2-25k	HG01934_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3746801	421207808	16322702
hprcv2-25k	HG01940_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2064219	233735783	8236795
hprcv2-25k	HG01940_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2726753	306823696	11205162
hprcv2-25k	HG01943_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2440483	284191414	9871502
hprcv2-25k	HG01943_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2127941	234691795	8492326
hprcv2-25k	HG01952_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2664463	303447104	10939896
hprcv2-25k	HG01952_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2495069	267571780	9957946
hprcv2-25k	HG01960_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3350607	362792751	14242216
hprcv2-25k	HG01960_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2815764	311074230	11624074
hprcv2-25k	HG01969_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2724927	309540264	11240505
hprcv2-25k	HG01969_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3166506	346207784	13357886
hprcv2-25k	HG01975_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2619481	306191266	10786304
hprcv2-25k	HG01975_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3681255	404211561	15901754
hprcv2-25k	HG01978_mat_hprc_r2_v1.1.0.merged	fastga-no-diff	100	edit	3507600	406186842	15190227
hprcv2-25k	HG01978_pat_hprc_r2_v1.1.0.merged	fastga-no-diff	100	edit	1981970	226822959	7910790
hprcv2-25k	HG01981_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2749646	307711715	11322333
hprcv2-25k	HG01981_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2487085	294050633	10138146
hprcv2-25k	HG01993_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2784431	319626484	11561620
hprcv2-25k	HG01993_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2320472	275409502	9326810
hprcv2-25k	HG02004_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2915704	339964699	12238707
hprcv2-25k	HG02004_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3003591	348566083	12675560
hprcv2-25k	HG02015_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2312935	266826103	9232395
hprcv2-25k	HG02015_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2528695	284399969	10238057
hprcv2-25k	HG02027_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2878240	334418755	12058202
hprcv2-25k	HG02027_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2453285	281677601	9910715
hprcv2-25k	HG02040_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2339813	261931419	9338975
hprcv2-25k	HG02040_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3088134	346877399	13046314
hprcv2-25k	HG02055_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2482436	271622868	9931463
hprcv2-25k	HG02055_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2942184	320091746	12208390
hprcv2-25k	HG02056_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3063225	346541191	12913383
hprcv2-25k	HG02056_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2828324	314138166	11702291
hprcv2-25k	HG02071_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3153829	358510861	13413943
hprcv2-25k	HG02071_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2175512	237118297	8683906
hprcv2-25k	HG02074_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2778681	306368997	11465987
hprcv2-25k	HG02074_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3039749	336036579	12751503
hprcv2-25k	HG02080_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2557342	295964284	10434498
hprcv2-25k	HG02080_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2911040	331553758	12177861
hprcv2-25k	HG02083_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2439586	280168205	9831615
hprcv2-25k	HG02083_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2655143	296419734	10849997
hprcv2-25k	HG02109_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3609857	396137436	15587259
hprcv2-25k	HG02109_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3272952	355944532	13857181
hprcv2-25k	HG02129_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3176331	358005734	13473906
hprcv2-25k	HG02129_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2928206	329233309	12214051
hprcv2-25k	HG02132_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2100356	243678840	8378174
hprcv2-25k	HG02132_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3073139	338757369	12902411
hprcv2-25k	HG02135_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2792966	324088258	11642841
hprcv2-25k	HG02135_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2857475	321847516	11892161
hprcv2-25k	HG02145_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3122289	343450514	13142104
hprcv2-25k	HG02145_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2380311	257484212	9501586
hprcv2-25k	HG02148_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2386977	277031471	9588449
hprcv2-25k	HG02148_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2860991	335139878	11985982
hprcv2-25k	HG02155_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2557234	292283783	10405916
hprcv2-25k	HG02155_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2372684	273076686	9504927
hprcv2-25k	HG02165_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2701808	321240433	11232789
hprcv2-25k	HG02165_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2886047	339589806	12148453
hprcv2-25k	HG02178_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3207446	356602274	13588055
hprcv2-25k	HG02178_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2496900	291193189	10174385
hprcv2-25k	HG02257_mat_hprc_r2_v1.1.0.merged	fastga-no-diff	100	edit	1887720	209456638	7531033
hprcv2-25k	HG02257_pat_hprc_r2_v1.1.0.merged	fastga-no-diff	100	edit	2789210	297885959	11402896
hprcv2-25k	HG02258_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2437817	270193553	9745570
hprcv2-25k	HG02258_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2936066	320915017	12203712
hprcv2-25k	HG02273_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3014164	346389039	12714532
hprcv2-25k	HG02273_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1980791	236528044	7903109
hprcv2-25k	HG02280_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2903233	323337180	12090524
hprcv2-25k	HG02280_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3621330	389126165	15580674
hprcv2-25k	HG02293_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1919277	224975150	7659351
hprcv2-25k	HG02293_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	1877580	227585323	7487307
hprcv2-25k	HG02300_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3109019	364894552	13237270
hprcv2-25k	HG02300_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2798055	317791866	11575830
hprcv2-25k	HG02391_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2133398	246486070	8515017
hprcv2-25k	HG02391_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2142684	253303576	8549853
hprcv2-25k	HG02392_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2445934	273624638	9808999
hprcv2-25k	HG02392_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2367531	273488242	9486145
hprcv2-25k	HG02451_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2501619	267392498	9981619
hprcv2-25k	HG02451_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3120576	337902199	13102170
hprcv2-25k	HG02486_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2751309	309776302	11347030
hprcv2-25k	HG02486_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2411768	254413674	9621107
hprcv2-25k	HG02514_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2584727	297577640	10554836
hprcv2-25k	HG02514_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3495607	381032954	14987642
hprcv2-25k	HG02523_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2764952	323486499	11507714
hprcv2-25k	HG02523_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2540032	291064835	10335378
hprcv2-25k	HG02559_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2721459	303973535	11177867
hprcv2-25k	HG02559_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2966190	325910599	12354159
hprcv2-25k	HG02572_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3136931	343151280	13211022
hprcv2-25k	HG02572_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2800699	296323706	11434027
hprcv2-25k	HG02583_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3224337	354000479	13657831
hprcv2-25k	HG02583_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2832063	303686572	11621976
hprcv2-25k	HG02602_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2978344	330918207	12451778
hprcv2-25k	HG02602_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2400299	271476078	9606360
hprcv2-25k	HG02615_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2940506	320614339	12215499
hprcv2-25k	HG02615_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3298424	361133695	14013766
hprcv2-25k	HG02622_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3189237	341801391	13430436
hprcv2-25k	HG02622_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2193027	245224112	8753732
hprcv2-25k	HG02630_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2791866	307054425	11501845
hprcv2-25k	HG02630_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2716597	300600887	11133293
hprcv2-25k	HG02647_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3409646	369527876	14546745
hprcv2-25k	HG02647_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2966113	305496645	12205674
hprcv2-25k	HG02668_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2926773	315586751	12111321
hprcv2-25k	HG02668_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3248098	347548941	13719488
hprcv2-25k	HG02698_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2896803	335921906	12161941
hprcv2-25k	HG02698_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3055355	338416933	12834673
hprcv2-25k	HG02717_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2243349	251327824	8949009
hprcv2-25k	HG02717_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2681894	292012004	10912988
hprcv2-25k	HG02723_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2375772	259573963	9478755
hprcv2-25k	HG02723_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2897818	311353116	11963945
hprcv2-25k	HG02735_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2379623	269764567	9503758
hprcv2-25k	HG02735_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2520078	279790351	10155871
hprcv2-25k	HG02738_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2960388	338171360	12426793
hprcv2-25k	HG02738_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2702579	301471919	11085465
hprcv2-25k	HG02809_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2611067	288762927	10601248
hprcv2-25k	HG02809_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3362279	372003696	14374893
hprcv2-25k	HG02818_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2546842	280972205	10270948
hprcv2-25k	HG02818_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2434145	262387667	9712711
hprcv2-25k	HG02841_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2793730	299086942	11431663
hprcv2-25k	HG02841_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3254668	364818840	13842003
hprcv2-25k	HG02886_mat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3201416	345796298	13485822
hprcv2-25k	HG02886_pat_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3227110	350510851	13642208
hprcv2-25k	HG02922_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2693466	299432811	11034417
hprcv2-25k	HG02922_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3003348	326672354	12505879
hprcv2-25k	HG02965_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3079549	325540111	12837863
hprcv2-25k	HG02965_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3288195	352985799	13918977
hprcv2-25k	HG02976_hap1_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	3573917	393197380	15402697
hprcv2-25k	HG02976_hap2_hprc_r2_v1.0.1.merged	fastga-no-diff	100	edit	2659217	297482190	10871747
