dataset	target	method	mc	distance	records	tpa_bytes	idx_bytes
t2t-ape-pangenome	mGorGor1#P.p70.aln	fastga-no-diff	100	edit	2204706	167160905	8796033
t2t-ape-pangenome	mPanPan1#M.p70.aln	fastga-no-diff	100	edit	2091019	160895482	8342625
t2t-ape-pangenome	mPanPan1#P.p70.aln	fastga-no-diff	100	edit	2082447	158670082	8308059
t2t-ape-pangenome	mPanTro3#1.p70.aln	fastga-no-diff	100	edit	2072696	160029189	8268633
t2t-ape-pangenome	mPanTro3#2.p70.aln	fastga-no-diff	100	edit	2062992	158006343	8229914
t2t-ape-pangenome	mPonAbe1#1.p70.aln	fastga-no-diff	100	edit	2523456	180155011	10064400
t2t-ape-pangenome	mPonAbe1#2.p70.aln	fastga-no-diff	100	edit	2465111	176064021	9830744
t2t-ape-pangenome	mPonPyg2#1.p70.aln	fastga-no-diff	100	edit	2525859	180336284	10073810
t2t-ape-pangenome	mPonPyg2#2.p70.aln	fastga-no-diff	100	edit	2464768	176077424	9829381
t2t-ape-pangenome	mSymSyn1#1.p70.aln	fastga-no-diff	100	edit	4364772	244099130	17420868
t2t-ape-pangenome	mSymSyn1#2.p70.aln	fastga-no-diff	100	edit	4273049	238903610	17053961
