score_per_base	frequency	target
-0.55599	2	hg002
-0.55597	2	hg002
-0.55592	1	hg002
-0.55590	2	hg002
-0.55589	1	hg002
-0.55587	1	hg002
-0.55583	3	hg002
-0.55582	2	hg002
-0.55581	2	hg002
-0.55579	2	hg002
-0.55577	2	hg002
-0.55576	1	hg002
-0.55575	1	hg002
-0.55574	1	hg002
-0.55572	1	hg002
-0.55571	2	hg002
-0.55567	1	hg002
-0.55563	1	hg002
-0.55562	1	hg002
-0.55561	2	hg002
-0.55560	1	hg002
-0.55558	1	hg002
-0.55553	1	hg002
-0.55551	2	hg002
-0.55548	1	hg002
-0.55546	1	hg002
-0.55545	3	hg002
-0.55541	1	hg002
-0.55540	1	hg002
-0.55538	1	hg002
-0.55536	1	hg002
-0.55533	1	hg002
-0.55527	4	hg002
-0.55524	1	hg002
-0.55518	1	hg002
-0.55517	1	hg002
-0.55513	1	hg002
-0.55511	2	hg002
-0.55508	1	hg002
-0.55504	1	hg002
-0.55502	2	hg002
-0.55501	2	hg002
-0.55496	2	hg002
-0.55492	1	hg002
-0.55491	1	hg002
-0.55490	1	hg002
-0.55488	1	hg002
-0.55484	1	hg002
-0.55483	1	hg002
-0.55482	1	hg002
-0.55480	3	hg002
-0.55479	1	hg002
-0.55478	1	hg002
-0.55476	2	hg002
-0.55474	1	hg002
-0.55473	2	hg002
-0.55472	1	hg002
-0.55471	1	hg002
-0.55469	1	hg002
-0.55467	1	hg002
-0.55466	2	hg002
-0.55465	1	hg002
-0.55464	1	hg002
-0.55462	3	hg002
-0.55461	1	hg002
-0.55457	1	hg002
-0.55448	1	hg002
-0.55444	1	hg002
-0.55441	1	hg002
-0.55440	1	hg002
-0.55437	1	hg002
-0.55436	1	hg002
-0.55434	3	hg002
-0.55432	1	hg002
-0.55431	1	hg002
-0.55427	1	hg002
-0.55426	1	hg002
-0.55421	1	hg002
-0.55420	1	hg002
-0.55419	1	hg002
-0.55418	1	hg002
-0.55417	2	hg002
-0.55414	1	hg002
-0.55410	1	hg002
-0.55409	1	hg002
-0.55405	3	hg002
-0.55404	1	hg002
-0.55402	1	hg002
-0.55401	2	hg002
-0.55399	2	hg002
-0.55397	1	hg002
-0.55395	1	hg002
-0.55394	1	hg002
-0.55387	2	hg002
-0.55385	1	hg002
-0.55382	2	hg002
-0.55380	1	hg002
-0.55379	1	hg002
-0.55377	2	hg002
-0.55376	1	hg002
-0.55375	1	hg002
-0.55374	1	hg002
-0.55373	1	hg002
-0.55372	1	hg002
-0.55370	2	hg002
-0.55367	1	hg002
-0.55366	1	hg002
-0.55364	1	hg002
-0.55363	2	hg002
-0.55360	2	hg002
-0.55358	1	hg002
-0.55356	1	hg002
-0.55352	2	hg002
-0.55351	2	hg002
-0.55349	1	hg002
-0.55348	1	hg002
-0.55342	2	hg002
-0.55339	1	hg002
-0.55337	1	hg002
-0.55336	3	hg002
-0.55335	1	hg002
-0.55326	1	hg002
-0.55325	1	hg002
-0.55324	2	hg002
-0.55323	1	hg002
-0.55320	2	hg002
-0.55319	4	hg002
-0.55317	1	hg002
-0.55315	1	hg002
-0.55309	1	hg002
-0.55308	2	hg002
-0.55301	1	hg002
-0.55300	1	hg002
-0.55299	1	hg002
-0.55298	2	hg002
-0.55297	1	hg002
-0.55296	1	hg002
-0.55295	1	hg002
-0.55294	1	hg002
-0.55293	1	hg002
-0.55292	1	hg002
-0.55291	1	hg002
-0.55289	1	hg002
-0.55286	1	hg002
-0.55283	1	hg002
-0.55282	1	hg002
-0.55280	1	hg002
-0.55279	2	hg002
-0.55273	1	hg002
-0.55272	1	hg002
-0.55269	1	hg002
-0.55261	1	hg002
-0.55260	1	hg002
-0.55259	1	hg002
-0.55256	2	hg002
-0.55255	1	hg002
-0.55253	1	hg002
-0.55247	2	hg002
-0.55245	1	hg002
-0.55242	1	hg002
-0.55241	1	hg002
-0.55240	1	hg002
-0.55236	1	hg002
-0.55232	1	hg002
-0.55231	1	hg002
-0.55229	2	hg002
-0.55228	1	hg002
-0.55226	1	hg002
-0.55225	1	hg002
-0.55224	2	hg002
-0.55223	1	hg002
-0.55220	1	hg002
-0.55218	1	hg002
-0.55217	1	hg002
-0.55212	2	hg002
-0.55209	2	hg002
-0.55208	2	hg002
-0.55206	1	hg002
-0.55205	2	hg002
-0.55203	1	hg002
-0.55202	1	hg002
-0.55201	1	hg002
-0.55199	2	hg002
-0.55197	1	hg002
-0.55194	1	hg002
-0.55193	2	hg002
-0.55188	1	hg002
-0.55185	2	hg002
-0.55183	2	hg002
-0.55181	1	hg002
-0.55180	1	hg002
-0.55178	2	hg002
-0.55175	3	hg002
-0.55174	1	hg002
-0.55171	3	hg002
-0.55165	2	hg002
-0.55163	1	hg002
-0.55162	1	hg002
-0.55161	1	hg002
-0.55159	2	hg002
-0.55158	1	hg002
-0.55157	1	hg002
-0.55156	2	hg002
-0.55154	1	hg002
-0.55153	1	hg002
-0.55152	1	hg002
-0.55147	1	hg002
-0.55145	1	hg002
-0.55142	1	hg002
-0.55140	1	hg002
-0.55139	1	hg002
-0.55132	1	hg002
-0.55131	1	hg002
-0.55130	1	hg002
-0.55129	1	hg002
-0.55128	2	hg002
-0.55122	1	hg002
-0.55121	2	hg002
-0.55119	1	hg002
-0.55118	1	hg002
-0.55117	2	hg002
-0.55116	1	hg002
-0.55115	1	hg002
-0.55114	1	hg002
-0.55113	1	hg002
-0.55111	1	hg002
-0.55110	1	hg002
-0.55106	1	hg002
-0.55103	2	hg002
-0.55102	1	hg002
-0.55101	1	hg002
-0.55099	3	hg002
-0.55096	2	hg002
-0.55091	1	hg002
-0.55090	1	hg002
-0.55089	2	hg002
-0.55088	2	hg002
-0.55086	1	hg002
-0.55083	2	hg002
-0.55080	4	hg002
-0.55077	2	hg002
-0.55075	1	hg002
-0.55074	1	hg002
-0.55073	4	hg002
-0.55069	1	hg002
-0.55068	1	hg002
-0.55066	1	hg002
-0.55064	1	hg002
-0.55062	1	hg002
-0.55058	1	hg002
-0.55056	1	hg002
-0.55051	1	hg002
-0.55050	1	hg002
-0.55047	1	hg002
-0.55046	1	hg002
-0.55045	1	hg002
-0.55044	2	hg002
-0.55040	2	hg002
-0.55039	1	hg002
-0.55037	1	hg002
-0.55035	3	hg002
-0.55034	1	hg002
-0.55032	2	hg002
-0.55030	2	hg002
-0.55027	1	hg002
-0.55025	1	hg002
-0.55021	1	hg002
-0.55019	1	hg002
-0.55017	1	hg002
-0.55015	1	hg002
-0.55011	1	hg002
-0.55009	1	hg002
-0.55008	1	hg002
-0.55006	4	hg002
-0.55004	3	hg002
-0.55002	1	hg002
-0.55001	1	hg002
-0.55000	1	hg002
-0.54999	4	hg002
-0.54997	1	hg002
-0.54994	2	hg002
-0.54991	2	hg002
-0.54990	1	hg002
-0.54989	1	hg002
-0.54986	2	hg002
-0.54983	1	hg002
-0.54982	2	hg002
-0.54981	1	hg002
-0.54980	1	hg002
-0.54979	1	hg002
-0.54978	1	hg002
-0.54977	1	hg002
-0.54971	3	hg002
-0.54970	1	hg002
-0.54968	1	hg002
-0.54963	2	hg002
-0.54962	1	hg002
-0.54961	2	hg002
-0.54960	2	hg002
-0.54959	1	hg002
-0.54956	2	hg002
-0.54955	1	hg002
-0.54954	1	hg002
-0.54951	1	hg002
-0.54950	2	hg002
-0.54949	2	hg002
-0.54947	1	hg002
-0.54946	2	hg002
-0.54945	1	hg002
-0.54944	1	hg002
-0.54943	2	hg002
-0.54942	1	hg002
-0.54938	1	hg002
-0.54936	1	hg002
-0.54934	1	hg002
-0.54933	2	hg002
-0.54932	1	hg002
-0.54931	2	hg002
-0.54929	1	hg002
-0.54927	1	hg002
-0.54924	1	hg002
-0.54922	1	hg002
-0.54919	1	hg002
-0.54913	1	hg002
-0.54908	1	hg002
-0.54907	1	hg002
-0.54906	1	hg002
-0.54905	3	hg002
-0.54902	2	hg002
-0.54901	1	hg002
-0.54899	1	hg002
-0.54898	2	hg002
-0.54897	2	hg002
-0.54894	2	hg002
-0.54891	1	hg002
-0.54889	1	hg002
-0.54888	1	hg002
-0.54885	1	hg002
-0.54884	1	hg002
-0.54883	1	hg002
-0.54881	2	hg002
-0.54880	1	hg002
-0.54879	2	hg002
-0.54878	1	hg002
-0.54875	1	hg002
-0.54874	1	hg002
-0.54873	1	hg002
-0.54870	1	hg002
-0.54869	1	hg002
-0.54864	1	hg002
-0.54863	1	hg002
-0.54860	1	hg002
-0.54859	1	hg002
-0.54858	1	hg002
-0.54853	1	hg002
-0.54852	2	hg002
-0.54851	1	hg002
-0.54850	1	hg002
-0.54849	1	hg002
-0.54846	1	hg002
-0.54843	1	hg002
-0.54842	1	hg002
-0.54838	1	hg002
-0.54836	1	hg002
-0.54834	1	hg002
-0.54833	2	hg002
-0.54832	1	hg002
-0.54831	1	hg002
-0.54829	1	hg002
-0.54828	1	hg002
-0.54826	1	hg002
-0.54824	1	hg002
-0.54822	1	hg002
-0.54821	1	hg002
-0.54820	1	hg002
-0.54818	1	hg002
-0.54815	1	hg002
-0.54814	1	hg002
-0.54812	1	hg002
-0.54811	1	hg002
-0.54808	3	hg002
-0.54804	1	hg002
-0.54802	1	hg002
-0.54798	1	hg002
-0.54797	1	hg002
-0.54795	2	hg002
-0.54794	1	hg002
-0.54791	1	hg002
-0.54790	1	hg002
-0.54789	2	hg002
-0.54788	1	hg002
-0.54786	1	hg002
-0.54785	1	hg002
-0.54784	1	hg002
-0.54781	2	hg002
-0.54780	1	hg002
-0.54778	1	hg002
-0.54777	2	hg002
-0.54775	1	hg002
-0.54773	1	hg002
-0.54772	1	hg002
-0.54770	2	hg002
-0.54767	2	hg002
-0.54766	2	hg002
-0.54765	1	hg002
-0.54759	1	hg002
-0.54757	1	hg002
-0.54751	1	hg002
-0.54749	2	hg002
-0.54748	1	hg002
-0.54747	1	hg002
-0.54744	1	hg002
-0.54742	1	hg002
-0.54741	1	hg002
-0.54739	1	hg002
-0.54738	2	hg002
-0.54737	1	hg002
-0.54736	1	hg002
-0.54734	1	hg002
-0.54733	1	hg002
-0.54732	1	hg002
-0.54730	1	hg002
-0.54729	1	hg002
-0.54726	2	hg002
-0.54724	1	hg002
-0.54723	1	hg002
-0.54712	1	hg002
-0.54711	1	hg002
-0.54707	2	hg002
-0.54704	2	hg002
-0.54703	1	hg002
-0.54702	3	hg002
-0.54701	2	hg002
-0.54700	2	hg002
-0.54699	2	hg002
-0.54698	2	hg002
-0.54697	1	hg002
-0.54691	1	hg002
-0.54690	1	hg002
-0.54687	1	hg002
-0.54683	2	hg002
-0.54679	2	hg002
-0.54674	2	hg002
-0.54671	1	hg002
-0.54667	2	hg002
-0.54665	1	hg002
-0.54664	1	hg002
-0.54658	2	hg002
-0.54656	2	hg002
-0.54655	1	hg002
-0.54654	1	hg002
-0.54653	3	hg002
-0.54652	3	hg002
-0.54651	1	hg002
-0.54649	1	hg002
-0.54647	1	hg002
-0.54646	1	hg002
-0.54644	1	hg002
-0.54643	1	hg002
-0.54641	2	hg002
-0.54639	1	hg002
-0.54638	2	hg002
-0.54636	1	hg002
-0.54635	1	hg002
-0.54634	2	hg002
-0.54633	2	hg002
-0.54632	1	hg002
-0.54629	1	hg002
-0.54627	1	hg002
-0.54626	2	hg002
-0.54622	1	hg002
-0.54621	1	hg002
-0.54620	2	hg002
-0.54619	1	hg002
-0.54616	1	hg002
-0.54614	1	hg002
-0.54612	1	hg002
-0.54609	2	hg002
-0.54607	1	hg002
-0.54606	1	hg002
-0.54602	2	hg002
-0.54597	1	hg002
-0.54595	1	hg002
-0.54593	2	hg002
-0.54592	2	hg002
-0.54591	2	hg002
-0.54589	1	hg002
-0.54584	1	hg002
-0.54582	2	hg002
-0.54581	3	hg002
-0.54580	3	hg002
-0.54579	1	hg002
-0.54578	1	hg002
-0.54576	1	hg002
-0.54575	1	hg002
-0.54572	1	hg002
-0.54568	2	hg002
-0.54567	2	hg002
-0.54566	1	hg002
-0.54564	1	hg002
-0.54563	1	hg002
-0.54562	2	hg002
-0.54560	4	hg002
-0.54559	2	hg002
-0.54558	1	hg002
-0.54557	2	hg002
-0.54556	1	hg002
-0.54552	1	hg002
-0.54550	1	hg002
-0.54545	1	hg002
-0.54544	1	hg002
-0.54542	2	hg002
-0.54541	1	hg002
-0.54539	1	hg002
-0.54537	2	hg002
-0.54534	1	hg002
-0.54530	1	hg002
-0.54529	1	hg002
-0.54523	2	hg002
-0.54521	1	hg002
-0.54520	1	hg002
-0.54519	1	hg002
-0.54518	1	hg002
-0.54517	1	hg002
-0.54515	1	hg002
-0.54514	1	hg002
-0.54510	1	hg002
-0.54497	1	hg002
-0.54494	2	hg002
-0.54492	2	hg002
-0.54491	1	hg002
-0.54490	1	hg002
-0.54489	2	hg002
-0.54488	2	hg002
-0.54480	1	hg002
-0.54478	1	hg002
-0.54476	3	hg002
-0.54474	1	hg002
-0.54471	1	hg002
-0.54468	1	hg002
-0.54462	2	hg002
-0.54461	1	hg002
-0.54460	2	hg002
-0.54458	1	hg002
-0.54456	1	hg002
-0.54455	1	hg002
-0.54454	3	hg002
-0.54452	1	hg002
-0.54450	1	hg002
-0.54449	1	hg002
-0.54446	1	hg002
-0.54443	1	hg002
-0.54440	1	hg002
-0.54439	1	hg002
-0.54437	1	hg002
-0.54435	2	hg002
-0.54433	1	hg002
-0.54432	1	hg002
-0.54429	1	hg002
-0.54424	1	hg002
-0.54422	1	hg002
-0.54420	2	hg002
-0.54415	1	hg002
-0.54414	1	hg002
-0.54412	1	hg002
-0.54411	1	hg002
-0.54409	4	hg002
-0.54408	1	hg002
-0.54406	1	hg002
-0.54405	2	hg002
-0.54404	1	hg002
-0.54403	2	hg002
-0.54402	1	hg002
-0.54401	1	hg002
-0.54397	1	hg002
-0.54396	1	hg002
-0.54395	1	hg002
-0.54393	1	hg002
-0.54392	2	hg002
-0.54389	1	hg002
-0.54387	1	hg002
-0.54385	4	hg002
-0.54384	1	hg002
-0.54382	1	hg002
-0.54381	2	hg002
-0.54379	1	hg002
-0.54377	1	hg002
-0.54375	2	hg002
-0.54369	2	hg002
-0.54368	1	hg002
-0.54362	2	hg002
-0.54361	1	hg002
-0.54360	1	hg002
-0.54357	1	hg002
-0.54356	1	hg002
-0.54353	1	hg002
-0.54351	1	hg002
-0.54349	2	hg002
-0.54348	2	hg002
-0.54347	1	hg002
-0.54345	1	hg002
-0.54343	1	hg002
-0.54340	2	hg002
-0.54339	1	hg002
-0.54338	1	hg002
-0.54337	1	hg002
-0.54334	1	hg002
-0.54333	2	hg002
-0.54331	1	hg002
-0.54330	1	hg002
-0.54329	1	hg002
-0.54326	2	hg002
-0.54324	2	hg002
-0.54323	1	hg002
-0.54317	2	hg002
-0.54316	1	hg002
-0.54315	1	hg002
-0.54313	1	hg002
-0.54312	1	hg002
-0.54311	1	hg002
-0.54309	1	hg002
-0.54307	2	hg002
-0.54306	1	hg002
-0.54305	1	hg002
-0.54302	2	hg002
-0.54299	2	hg002
-0.54298	1	hg002
-0.54294	1	hg002
-0.54293	1	hg002
-0.54292	2	hg002
-0.54291	1	hg002
-0.54287	2	hg002
-0.54285	2	hg002
-0.54284	1	hg002
-0.54283	2	hg002
-0.54282	3	hg002
-0.54281	1	hg002
-0.54279	1	hg002
-0.54273	2	hg002
-0.54270	1	hg002
-0.54269	1	hg002
-0.54268	1	hg002
-0.54266	1	hg002
-0.54265	1	hg002
-0.54257	1	hg002
-0.54256	1	hg002
-0.54255	2	hg002
-0.54251	2	hg002
-0.54250	2	hg002
-0.54249	1	hg002
-0.54248	1	hg002
-0.54247	2	hg002
-0.54246	2	hg002
-0.54245	1	hg002
-0.54244	1	hg002
-0.54242	2	hg002
-0.54240	1	hg002
-0.54239	1	hg002
-0.54238	1	hg002
-0.54237	2	hg002
-0.54233	1	hg002
-0.54230	2	hg002
-0.54228	2	hg002
-0.54226	1	hg002
-0.54222	1	hg002
-0.54221	3	hg002
-0.54220	1	hg002
-0.54219	1	hg002
-0.54215	2	hg002
-0.54212	1	hg002
-0.54209	1	hg002
-0.54207	1	hg002
-0.54206	2	hg002
-0.54204	1	hg002
-0.54203	1	hg002
-0.54199	1	hg002
-0.54196	2	hg002
-0.54195	1	hg002
-0.54192	2	hg002
-0.54191	2	hg002
-0.54186	1	hg002
-0.54185	1	hg002
-0.54184	1	hg002
-0.54182	1	hg002
-0.54181	1	hg002
-0.54178	1	hg002
-0.54177	1	hg002
-0.54176	2	hg002
-0.54175	3	hg002
-0.54174	3	hg002
-0.54172	2	hg002
-0.54171	1	hg002
-0.54170	1	hg002
-0.54169	1	hg002
-0.54167	1	hg002
-0.54164	1	hg002
-0.54162	2	hg002
-0.54161	1	hg002
-0.54158	1	hg002
-0.54156	1	hg002
-0.54154	3	hg002
-0.54152	1	hg002
-0.54147	2	hg002
-0.54139	1	hg002
-0.54136	1	hg002
-0.54135	1	hg002
-0.54134	1	hg002
-0.54131	1	hg002
-0.54129	1	hg002
-0.54127	1	hg002
-0.54125	2	hg002
-0.54124	1	hg002
-0.54123	1	hg002
-0.54122	2	hg002
-0.54120	2	hg002
-0.54119	2	hg002
-0.54113	2	hg002
-0.54112	2	hg002
-0.54111	1	hg002
-0.54110	2	hg002
-0.54109	1	hg002
-0.54105	1	hg002
-0.54100	2	hg002
-0.54099	1	hg002
-0.54097	2	hg002
-0.54095	1	hg002
-0.54094	1	hg002
-0.54093	3	hg002
-0.54091	1	hg002
-0.54088	1	hg002
-0.54087	3	hg002
-0.54079	1	hg002
-0.54078	1	hg002
-0.54076	1	hg002
-0.54074	1	hg002
-0.54073	1	hg002
-0.54070	2	hg002
-0.54069	1	hg002
-0.54067	1	hg002
-0.54066	1	hg002
-0.54065	1	hg002
-0.54064	1	hg002
-0.54063	1	hg002
-0.54062	1	hg002
-0.54061	2	hg002
-0.54059	1	hg002
-0.54057	2	hg002
-0.54056	1	hg002
-0.54054	1	hg002
-0.54052	1	hg002
-0.54051	1	hg002
-0.54049	1	hg002
-0.54044	1	hg002
-0.54043	3	hg002
-0.54042	1	hg002
-0.54040	2	hg002
-0.54039	1	hg002
-0.54038	3	hg002
-0.54037	2	hg002
-0.54035	1	hg002
-0.54033	1	hg002
-0.54032	1	hg002
-0.54031	1	hg002
-0.54029	1	hg002
-0.54028	1	hg002
-0.54027	3	hg002
-0.54025	1	hg002
-0.54023	1	hg002
-0.54019	1	hg002
-0.54017	1	hg002
-0.54016	1	hg002
-0.54015	1	hg002
-0.54014	1	hg002
-0.54013	3	hg002
-0.54011	2	hg002
-0.54009	1	hg002
-0.54008	1	hg002
-0.54007	1	hg002
-0.54006	1	hg002
-0.54003	2	hg002
-0.54002	1	hg002
-0.54000	1	hg002
-0.53998	2	hg002
-0.53997	1	hg002
-0.53996	2	hg002
-0.53994	3	hg002
-0.53993	2	hg002
-0.53991	2	hg002
-0.53990	1	hg002
-0.53989	2	hg002
-0.53988	1	hg002
-0.53984	1	hg002
-0.53981	1	hg002
-0.53979	1	hg002
-0.53978	1	hg002
-0.53977	2	hg002
-0.53975	1	hg002
-0.53974	2	hg002
-0.53969	2	hg002
-0.53968	2	hg002
-0.53965	1	hg002
-0.53961	1	hg002
-0.53960	1	hg002
-0.53953	3	hg002
-0.53952	3	hg002
-0.53949	1	hg002
-0.53948	2	hg002
-0.53947	1	hg002
-0.53942	1	hg002
-0.53941	1	hg002
-0.53940	1	hg002
-0.53938	2	hg002
-0.53937	1	hg002
-0.53936	2	hg002
-0.53935	2	hg002
-0.53934	4	hg002
-0.53932	1	hg002
-0.53931	1	hg002
-0.53924	1	hg002
-0.53923	2	hg002
-0.53922	1	hg002
-0.53921	1	hg002
-0.53917	1	hg002
-0.53916	1	hg002
-0.53915	1	hg002
-0.53914	3	hg002
-0.53913	1	hg002
-0.53912	1	hg002
-0.53910	1	hg002
-0.53909	2	hg002
-0.53907	1	hg002
-0.53906	1	hg002
-0.53903	2	hg002
-0.53898	1	hg002
-0.53897	1	hg002
-0.53896	1	hg002
-0.53895	2	hg002
-0.53892	1	hg002
-0.53891	1	hg002
-0.53890	2	hg002
-0.53886	2	hg002
-0.53883	1	hg002
-0.53882	1	hg002
-0.53881	1	hg002
-0.53878	1	hg002
-0.53877	1	hg002
-0.53874	1	hg002
-0.53873	1	hg002
-0.53869	1	hg002
-0.53868	2	hg002
-0.53867	3	hg002
-0.53866	1	hg002
-0.53865	1	hg002
-0.53864	2	hg002
-0.53863	3	hg002
-0.53861	1	hg002
-0.53860	1	hg002
-0.53859	1	hg002
-0.53856	2	hg002
-0.53854	1	hg002
-0.53853	2	hg002
-0.53852	1	hg002
-0.53851	1	hg002
-0.53849	1	hg002
-0.53846	2	hg002
-0.53845	1	hg002
-0.53844	1	hg002
-0.53843	2	hg002
-0.53842	1	hg002
-0.53840	1	hg002
-0.53837	1	hg002
-0.53834	4	hg002
-0.53833	3	hg002
-0.53832	1	hg002
-0.53829	1	hg002
-0.53827	1	hg002
-0.53826	2	hg002
-0.53825	1	hg002
-0.53824	1	hg002
-0.53823	1	hg002
-0.53821	1	hg002
-0.53819	1	hg002
-0.53816	2	hg002
-0.53815	1	hg002
-0.53814	2	hg002
-0.53813	1	hg002
-0.53810	4	hg002
-0.53807	5	hg002
-0.53805	1	hg002
-0.53800	2	hg002
-0.53798	1	hg002
-0.53794	1	hg002
-0.53792	1	hg002
-0.53790	1	hg002
-0.53789	1	hg002
-0.53782	1	hg002
-0.53781	1	hg002
-0.53780	1	hg002
-0.53778	2	hg002
-0.53775	1	hg002
-0.53774	2	hg002
-0.53773	2	hg002
-0.53771	2	hg002
-0.53769	1	hg002
-0.53768	2	hg002
-0.53767	1	hg002
-0.53766	1	hg002
-0.53764	2	hg002
-0.53761	1	hg002
-0.53756	1	hg002
-0.53754	2	hg002
-0.53753	1	hg002
-0.53750	1	hg002
-0.53747	1	hg002
-0.53746	1	hg002
-0.53744	1	hg002
-0.53743	2	hg002
-0.53742	1	hg002
-0.53741	2	hg002
-0.53740	1	hg002
-0.53739	2	hg002
-0.53736	2	hg002
-0.53735	1	hg002
-0.53734	1	hg002
-0.53733	1	hg002
-0.53732	1	hg002
-0.53727	1	hg002
-0.53726	1	hg002
-0.53725	1	hg002
-0.53723	2	hg002
-0.53722	1	hg002
-0.53721	2	hg002
-0.53719	1	hg002
-0.53717	1	hg002
-0.53716	3	hg002
-0.53715	1	hg002
-0.53712	1	hg002
-0.53711	1	hg002
-0.53710	1	hg002
-0.53706	1	hg002
-0.53702	1	hg002
-0.53698	2	hg002
-0.53697	3	hg002
-0.53696	1	hg002
-0.53695	1	hg002
-0.53692	2	hg002
-0.53691	2	hg002
-0.53690	1	hg002
-0.53687	1	hg002
-0.53685	1	hg002
-0.53684	1	hg002
-0.53683	1	hg002
-0.53680	1	hg002
-0.53679	2	hg002
-0.53678	2	hg002
-0.53677	1	hg002
-0.53675	1	hg002
-0.53674	2	hg002
-0.53670	1	hg002
-0.53663	1	hg002
-0.53662	4	hg002
-0.53655	1	hg002
-0.53651	1	hg002
-0.53649	2	hg002
-0.53647	2	hg002
-0.53646	3	hg002
-0.53645	1	hg002
-0.53643	2	hg002
-0.53640	1	hg002
-0.53638	1	hg002
-0.53637	1	hg002
-0.53635	1	hg002
-0.53634	2	hg002
-0.53633	1	hg002
-0.53632	1	hg002
-0.53631	1	hg002
-0.53629	3	hg002
-0.53627	1	hg002
-0.53625	1	hg002
-0.53624	2	hg002
-0.53621	1	hg002
-0.53620	3	hg002
-0.53618	2	hg002
-0.53616	1	hg002
-0.53615	1	hg002
-0.53613	3	hg002
-0.53612	1	hg002
-0.53610	1	hg002
-0.53607	1	hg002
-0.53605	1	hg002
-0.53604	2	hg002
-0.53603	1	hg002
-0.53602	1	hg002
-0.53598	2	hg002
-0.53597	2	hg002
-0.53596	1	hg002
-0.53594	1	hg002
-0.53592	1	hg002
-0.53591	1	hg002
-0.53588	1	hg002
-0.53587	1	hg002
-0.53586	1	hg002
-0.53584	3	hg002
-0.53582	2	hg002
-0.53581	1	hg002
-0.53580	1	hg002
-0.53579	1	hg002
-0.53576	1	hg002
-0.53575	1	hg002
-0.53573	1	hg002
-0.53571	1	hg002
-0.53570	1	hg002
-0.53568	1	hg002
-0.53567	1	hg002
-0.53566	1	hg002
-0.53565	2	hg002
-0.53561	2	hg002
-0.53559	1	hg002
-0.53557	1	hg002
-0.53555	3	hg002
-0.53553	2	hg002
-0.53552	1	hg002
-0.53550	2	hg002
-0.53549	1	hg002
-0.53547	1	hg002
-0.53545	1	hg002
-0.53542	3	hg002
-0.53540	2	hg002
-0.53537	1	hg002
-0.53536	1	hg002
-0.53533	1	hg002
-0.53531	3	hg002
-0.53530	1	hg002
-0.53526	1	hg002
-0.53525	1	hg002
-0.53523	2	hg002
-0.53521	1	hg002
-0.53520	1	hg002
-0.53519	1	hg002
-0.53517	1	hg002
-0.53514	1	hg002
-0.53512	1	hg002
-0.53511	1	hg002
-0.53510	1	hg002
-0.53508	2	hg002
-0.53505	1	hg002
-0.53503	1	hg002
-0.53502	2	hg002
-0.53499	2	hg002
-0.53498	1	hg002
-0.53497	2	hg002
-0.53496	2	hg002
-0.53494	1	hg002
-0.53493	1	hg002
-0.53487	1	hg002
-0.53486	1	hg002
-0.53484	1	hg002
-0.53483	1	hg002
-0.53481	1	hg002
-0.53475	1	hg002
-0.53473	1	hg002
-0.53472	1	hg002
-0.53471	3	hg002
-0.53469	1	hg002
-0.53468	3	hg002
-0.53466	1	hg002
-0.53464	1	hg002
-0.53463	1	hg002
-0.53462	1	hg002
-0.53458	1	hg002
-0.53457	3	hg002
-0.53452	1	hg002
-0.53444	1	hg002
-0.53443	1	hg002
-0.53441	2	hg002
-0.53439	1	hg002
-0.53438	1	hg002
-0.53434	2	hg002
-0.53433	1	hg002
-0.53429	1	hg002
-0.53424	1	hg002
-0.53423	1	hg002
-0.53417	1	hg002
-0.53416	2	hg002
-0.53414	1	hg002
-0.53412	1	hg002
-0.53410	2	hg002
-0.53407	1	hg002
-0.53406	1	hg002
-0.53401	1	hg002
-0.53400	1	hg002
-0.53399	2	hg002
-0.53394	1	hg002
-0.53392	1	hg002
-0.53391	1	hg002
-0.53389	1	hg002
-0.53388	2	hg002
-0.53384	1	hg002
-0.53383	1	hg002
-0.53381	1	hg002
-0.53380	1	hg002
-0.53379	1	hg002
-0.53375	2	hg002
-0.53374	2	hg002
-0.53371	1	hg002
-0.53367	2	hg002
-0.53366	1	hg002
-0.53363	1	hg002
-0.53362	1	hg002
-0.53361	1	hg002
-0.53360	1	hg002
-0.53359	2	hg002
-0.53357	1	hg002
-0.53353	2	hg002
-0.53352	1	hg002
-0.53350	1	hg002
-0.53349	3	hg002
-0.53348	1	hg002
-0.53346	1	hg002
-0.53343	1	hg002
-0.53338	1	hg002
-0.53331	1	hg002
-0.53330	1	hg002
-0.53329	1	hg002
-0.53323	1	hg002
-0.53322	1	hg002
-0.53320	3	hg002
-0.53316	2	hg002
-0.53315	2	hg002
-0.53309	2	hg002
-0.53308	1	hg002
-0.53306	1	hg002
-0.53305	1	hg002
-0.53303	2	hg002
-0.53300	2	hg002
-0.53299	1	hg002
-0.53297	1	hg002
-0.53296	2	hg002
-0.53295	1	hg002
-0.53294	2	hg002
-0.53293	1	hg002
-0.53291	1	hg002
-0.53286	1	hg002
-0.53285	1	hg002
-0.53283	1	hg002
-0.53280	2	hg002
-0.53279	1	hg002
-0.53278	1	hg002
-0.53275	1	hg002
-0.53271	3	hg002
-0.53270	3	hg002
-0.53266	1	hg002
-0.53265	1	hg002
-0.53263	1	hg002
-0.53260	1	hg002
-0.53259	1	hg002
-0.53258	1	hg002
-0.53257	1	hg002
-0.53256	1	hg002
-0.53255	1	hg002
-0.53252	2	hg002
-0.53251	1	hg002
-0.53248	1	hg002
-0.53247	2	hg002
-0.53244	1	hg002
