score_per_base	frequency	target
-0.51644	1	mPanTro3
-0.51641	1	mPanTro3
-0.51638	3	mPanTro3
-0.51635	2	mPanTro3
-0.51632	2	mPanTro3
-0.51627	1	mPanTro3
-0.51625	1	mPanTro3
-0.51620	1	mPanTro3
-0.51619	1	mPanTro3
-0.51618	1	mPanTro3
-0.51616	1	mPanTro3
-0.51607	1	mPanTro3
-0.51605	1	mPanTro3
-0.51598	1	mPanTro3
-0.51597	1	mPanTro3
-0.51596	1	mPanTro3
-0.51594	1	mPanTro3
-0.51593	1	mPanTro3
-0.51589	2	mPanTro3
-0.51586	1	mPanTro3
-0.51584	1	mPanTro3
-0.51583	1	mPanTro3
-0.51581	1	mPanTro3
-0.51578	1	mPanTro3
-0.51574	1	mPanTro3
-0.51573	1	mPanTro3
-0.51571	1	mPanTro3
-0.51567	1	mPanTro3
-0.51566	1	mPanTro3
-0.51560	2	mPanTro3
-0.51559	1	mPanTro3
-0.51557	2	mPanTro3
-0.51549	1	mPanTro3
-0.51548	1	mPanTro3
-0.51546	1	mPanTro3
-0.51544	2	mPanTro3
-0.51537	1	mPanTro3
-0.51529	1	mPanTro3
-0.51525	2	mPanTro3
-0.51523	1	mPanTro3
-0.51522	1	mPanTro3
-0.51507	1	mPanTro3
-0.51504	1	mPanTro3
-0.51500	1	mPanTro3
-0.51492	1	mPanTro3
-0.51485	2	mPanTro3
-0.51482	1	mPanTro3
-0.51477	1	mPanTro3
-0.51470	1	mPanTro3
-0.51467	1	mPanTro3
-0.51464	1	mPanTro3
-0.51463	2	mPanTro3
-0.51462	1	mPanTro3
-0.51459	1	mPanTro3
-0.51458	2	mPanTro3
-0.51453	1	mPanTro3
-0.51452	1	mPanTro3
-0.51447	1	mPanTro3
-0.51445	1	mPanTro3
-0.51444	2	mPanTro3
-0.51436	1	mPanTro3
-0.51430	1	mPanTro3
-0.51426	2	mPanTro3
-0.51425	1	mPanTro3
-0.51421	1	mPanTro3
-0.51413	1	mPanTro3
-0.51411	2	mPanTro3
-0.51408	1	mPanTro3
-0.51404	1	mPanTro3
-0.51403	1	mPanTro3
-0.51402	1	mPanTro3
-0.51395	1	mPanTro3
-0.51393	1	mPanTro3
-0.51392	2	mPanTro3
-0.51391	1	mPanTro3
-0.51390	1	mPanTro3
-0.51383	1	mPanTro3
-0.51382	2	mPanTro3
-0.51379	1	mPanTro3
-0.51378	2	mPanTro3
-0.51376	1	mPanTro3
-0.51375	2	mPanTro3
-0.51371	1	mPanTro3
-0.51367	1	mPanTro3
-0.51366	1	mPanTro3
-0.51362	1	mPanTro3
-0.51357	2	mPanTro3
-0.51356	1	mPanTro3
-0.51355	1	mPanTro3
-0.51354	1	mPanTro3
-0.51353	1	mPanTro3
-0.51350	1	mPanTro3
-0.51349	1	mPanTro3
-0.51348	1	mPanTro3
-0.51347	1	mPanTro3
-0.51343	2	mPanTro3
-0.51341	2	mPanTro3
-0.51339	1	mPanTro3
-0.51338	1	mPanTro3
-0.51335	2	mPanTro3
-0.51334	1	mPanTro3
-0.51332	2	mPanTro3
-0.51329	1	mPanTro3
-0.51326	1	mPanTro3
-0.51321	1	mPanTro3
-0.51315	2	mPanTro3
-0.51314	1	mPanTro3
-0.51307	1	mPanTro3
-0.51302	1	mPanTro3
-0.51301	1	mPanTro3
-0.51288	1	mPanTro3
-0.51285	2	mPanTro3
-0.51279	1	mPanTro3
-0.51277	2	mPanTro3
-0.51272	1	mPanTro3
-0.51269	3	mPanTro3
-0.51268	1	mPanTro3
-0.51267	1	mPanTro3
-0.51266	1	mPanTro3
-0.51265	1	mPanTro3
-0.51264	1	mPanTro3
-0.51263	1	mPanTro3
-0.51260	1	mPanTro3
-0.51259	1	mPanTro3
-0.51252	3	mPanTro3
-0.51244	1	mPanTro3
-0.51237	1	mPanTro3
-0.51232	1	mPanTro3
-0.51230	1	mPanTro3
-0.51229	1	mPanTro3
-0.51225	2	mPanTro3
-0.51218	2	mPanTro3
-0.51208	1	mPanTro3
-0.51207	1	mPanTro3
-0.51200	1	mPanTro3
-0.51198	1	mPanTro3
-0.51196	1	mPanTro3
-0.51195	1	mPanTro3
-0.51193	1	mPanTro3
-0.51191	1	mPanTro3
-0.51186	1	mPanTro3
-0.51185	1	mPanTro3
-0.51183	1	mPanTro3
-0.51179	1	mPanTro3
-0.51176	1	mPanTro3
-0.51174	1	mPanTro3
-0.51173	1	mPanTro3
-0.51172	1	mPanTro3
-0.51168	1	mPanTro3
-0.51164	1	mPanTro3
-0.51163	1	mPanTro3
-0.51154	1	mPanTro3
-0.51152	1	mPanTro3
-0.51151	1	mPanTro3
-0.51138	1	mPanTro3
-0.51136	1	mPanTro3
-0.51133	1	mPanTro3
-0.51132	1	mPanTro3
-0.51127	1	mPanTro3
-0.51125	3	mPanTro3
-0.51123	1	mPanTro3
-0.51119	1	mPanTro3
-0.51099	1	mPanTro3
-0.51096	1	mPanTro3
-0.51095	1	mPanTro3
-0.51093	1	mPanTro3
-0.51092	1	mPanTro3
-0.51091	1	mPanTro3
-0.51090	2	mPanTro3
-0.51088	1	mPanTro3
-0.51086	1	mPanTro3
-0.51085	2	mPanTro3
-0.51081	1	mPanTro3
-0.51077	1	mPanTro3
-0.51074	1	mPanTro3
-0.51066	2	mPanTro3
-0.51065	2	mPanTro3
-0.51056	1	mPanTro3
-0.51055	1	mPanTro3
-0.51051	2	mPanTro3
-0.51049	1	mPanTro3
-0.51045	1	mPanTro3
-0.51038	1	mPanTro3
-0.51032	1	mPanTro3
-0.51030	1	mPanTro3
-0.51022	1	mPanTro3
-0.51020	1	mPanTro3
-0.51019	1	mPanTro3
-0.51017	1	mPanTro3
-0.51009	2	mPanTro3
-0.51006	1	mPanTro3
-0.51003	1	mPanTro3
-0.51002	2	mPanTro3
-0.51000	1	mPanTro3
-0.50995	1	mPanTro3
-0.50993	1	mPanTro3
-0.50989	3	mPanTro3
-0.50985	1	mPanTro3
-0.50977	2	mPanTro3
-0.50972	1	mPanTro3
-0.50970	1	mPanTro3
-0.50969	1	mPanTro3
-0.50964	1	mPanTro3
-0.50963	1	mPanTro3
-0.50959	1	mPanTro3
-0.50954	2	mPanTro3
-0.50950	1	mPanTro3
-0.50948	2	mPanTro3
-0.50947	2	mPanTro3
-0.50945	1	mPanTro3
-0.50944	1	mPanTro3
-0.50942	1	mPanTro3
-0.50941	1	mPanTro3
-0.50938	1	mPanTro3
-0.50931	1	mPanTro3
-0.50929	1	mPanTro3
-0.50928	1	mPanTro3
-0.50919	1	mPanTro3
-0.50917	1	mPanTro3
-0.50916	1	mPanTro3
-0.50914	2	mPanTro3
-0.50912	1	mPanTro3
-0.50911	1	mPanTro3
-0.50907	1	mPanTro3
-0.50904	1	mPanTro3
-0.50899	1	mPanTro3
-0.50895	1	mPanTro3
-0.50894	1	mPanTro3
-0.50893	1	mPanTro3
-0.50888	1	mPanTro3
-0.50885	1	mPanTro3
-0.50881	2	mPanTro3
-0.50880	1	mPanTro3
-0.50875	1	mPanTro3
-0.50866	1	mPanTro3
-0.50865	1	mPanTro3
-0.50860	1	mPanTro3
-0.50857	1	mPanTro3
-0.50851	2	mPanTro3
-0.50847	2	mPanTro3
-0.50843	1	mPanTro3
-0.50836	2	mPanTro3
-0.50835	1	mPanTro3
-0.50834	1	mPanTro3
-0.50829	1	mPanTro3
-0.50826	1	mPanTro3
-0.50825	2	mPanTro3
-0.50822	1	mPanTro3
-0.50813	1	mPanTro3
-0.50812	1	mPanTro3
-0.50809	1	mPanTro3
-0.50808	1	mPanTro3
-0.50806	1	mPanTro3
-0.50803	1	mPanTro3
-0.50801	1	mPanTro3
-0.50800	1	mPanTro3
-0.50798	2	mPanTro3
-0.50796	1	mPanTro3
-0.50793	1	mPanTro3
-0.50787	1	mPanTro3
-0.50783	1	mPanTro3
-0.50780	1	mPanTro3
-0.50775	1	mPanTro3
-0.50773	1	mPanTro3
-0.50772	3	mPanTro3
-0.50770	1	mPanTro3
-0.50768	2	mPanTro3
-0.50767	1	mPanTro3
-0.50761	1	mPanTro3
-0.50759	1	mPanTro3
-0.50752	1	mPanTro3
-0.50745	1	mPanTro3
-0.50744	1	mPanTro3
-0.50738	1	mPanTro3
-0.50734	3	mPanTro3
-0.50733	1	mPanTro3
-0.50730	2	mPanTro3
-0.50729	1	mPanTro3
-0.50728	3	mPanTro3
-0.50727	1	mPanTro3
-0.50725	1	mPanTro3
-0.50724	1	mPanTro3
-0.50723	1	mPanTro3
-0.50721	1	mPanTro3
-0.50720	2	mPanTro3
-0.50718	1	mPanTro3
-0.50714	2	mPanTro3
-0.50713	1	mPanTro3
-0.50705	1	mPanTro3
-0.50703	1	mPanTro3
-0.50702	1	mPanTro3
-0.50699	1	mPanTro3
-0.50693	1	mPanTro3
-0.50692	1	mPanTro3
-0.50691	3	mPanTro3
-0.50689	1	mPanTro3
-0.50685	1	mPanTro3
-0.50683	1	mPanTro3
-0.50682	1	mPanTro3
-0.50679	1	mPanTro3
-0.50677	1	mPanTro3
-0.50671	1	mPanTro3
-0.50668	1	mPanTro3
-0.50667	2	mPanTro3
-0.50665	1	mPanTro3
-0.50664	1	mPanTro3
-0.50658	1	mPanTro3
-0.50655	1	mPanTro3
-0.50653	1	mPanTro3
-0.50642	1	mPanTro3
-0.50636	1	mPanTro3
-0.50635	2	mPanTro3
-0.50628	1	mPanTro3
-0.50627	1	mPanTro3
-0.50622	1	mPanTro3
-0.50621	1	mPanTro3
-0.50620	1	mPanTro3
-0.50618	1	mPanTro3
-0.50614	1	mPanTro3
-0.50613	1	mPanTro3
-0.50610	2	mPanTro3
-0.50609	1	mPanTro3
-0.50608	1	mPanTro3
-0.50604	1	mPanTro3
-0.50603	1	mPanTro3
-0.50602	1	mPanTro3
-0.50600	1	mPanTro3
-0.50595	1	mPanTro3
-0.50594	2	mPanTro3
-0.50593	1	mPanTro3
-0.50580	1	mPanTro3
-0.50578	2	mPanTro3
-0.50575	1	mPanTro3
-0.50573	1	mPanTro3
-0.50572	1	mPanTro3
-0.50569	1	mPanTro3
-0.50568	1	mPanTro3
-0.50566	2	mPanTro3
-0.50564	1	mPanTro3
-0.50562	1	mPanTro3
-0.50559	1	mPanTro3
-0.50551	2	mPanTro3
-0.50545	1	mPanTro3
-0.50544	1	mPanTro3
-0.50539	2	mPanTro3
-0.50537	1	mPanTro3
-0.50535	1	mPanTro3
-0.50528	1	mPanTro3
-0.50524	1	mPanTro3
-0.50522	1	mPanTro3
-0.50521	2	mPanTro3
-0.50517	2	mPanTro3
-0.50515	1	mPanTro3
-0.50512	1	mPanTro3
-0.50509	2	mPanTro3
-0.50503	1	mPanTro3
-0.50501	1	mPanTro3
-0.50499	1	mPanTro3
-0.50496	1	mPanTro3
-0.50494	1	mPanTro3
-0.50489	1	mPanTro3
-0.50477	1	mPanTro3
-0.50470	1	mPanTro3
-0.50468	1	mPanTro3
-0.50465	1	mPanTro3
-0.50464	1	mPanTro3
-0.50455	2	mPanTro3
-0.50453	1	mPanTro3
-0.50451	1	mPanTro3
-0.50450	1	mPanTro3
-0.50448	1	mPanTro3
-0.50446	2	mPanTro3
-0.50442	1	mPanTro3
-0.50440	2	mPanTro3
-0.50437	1	mPanTro3
-0.50434	2	mPanTro3
-0.50432	1	mPanTro3
-0.50431	1	mPanTro3
-0.50428	1	mPanTro3
-0.50423	1	mPanTro3
-0.50421	1	mPanTro3
-0.50415	1	mPanTro3
-0.50404	1	mPanTro3
-0.50402	1	mPanTro3
-0.50400	1	mPanTro3
-0.50397	2	mPanTro3
-0.50390	3	mPanTro3
-0.50383	1	mPanTro3
-0.50380	1	mPanTro3
-0.50374	1	mPanTro3
-0.50372	1	mPanTro3
-0.50370	1	mPanTro3
-0.50367	1	mPanTro3
-0.50366	1	mPanTro3
-0.50365	1	mPanTro3
-0.50364	1	mPanTro3
-0.50363	1	mPanTro3
-0.50362	1	mPanTro3
-0.50360	1	mPanTro3
-0.50358	1	mPanTro3
-0.50356	1	mPanTro3
-0.50355	1	mPanTro3
-0.50343	2	mPanTro3
-0.50342	1	mPanTro3
-0.50341	1	mPanTro3
-0.50339	2	mPanTro3
-0.50337	1	mPanTro3
-0.50331	1	mPanTro3
-0.50330	1	mPanTro3
-0.50329	1	mPanTro3
-0.50325	2	mPanTro3
-0.50320	1	mPanTro3
-0.50316	1	mPanTro3
-0.50315	1	mPanTro3
-0.50309	1	mPanTro3
-0.50308	1	mPanTro3
-0.50306	1	mPanTro3
-0.50298	1	mPanTro3
-0.50296	1	mPanTro3
-0.50294	2	mPanTro3
-0.50291	1	mPanTro3
-0.50284	1	mPanTro3
-0.50282	1	mPanTro3
-0.50279	1	mPanTro3
-0.50276	2	mPanTro3
-0.50274	2	mPanTro3
-0.50272	1	mPanTro3
-0.50271	1	mPanTro3
-0.50270	1	mPanTro3
-0.50269	1	mPanTro3
-0.50268	1	mPanTro3
-0.50267	2	mPanTro3
-0.50263	1	mPanTro3
-0.50260	2	mPanTro3
-0.50259	1	mPanTro3
-0.50251	1	mPanTro3
-0.50245	1	mPanTro3
-0.50240	1	mPanTro3
-0.50233	2	mPanTro3
-0.50228	1	mPanTro3
-0.50226	1	mPanTro3
-0.50225	1	mPanTro3
-0.50221	1	mPanTro3
-0.50220	2	mPanTro3
-0.50216	2	mPanTro3
-0.50209	1	mPanTro3
-0.50206	1	mPanTro3
-0.50203	2	mPanTro3
-0.50198	1	mPanTro3
-0.50194	1	mPanTro3
-0.50193	1	mPanTro3
-0.50190	1	mPanTro3
-0.50186	1	mPanTro3
-0.50183	1	mPanTro3
-0.50182	1	mPanTro3
-0.50175	2	mPanTro3
-0.50174	1	mPanTro3
-0.50173	1	mPanTro3
-0.50171	1	mPanTro3
-0.50167	1	mPanTro3
-0.50166	1	mPanTro3
-0.50165	2	mPanTro3
-0.50161	1	mPanTro3
-0.50159	2	mPanTro3
-0.50155	2	mPanTro3
-0.50146	1	mPanTro3
-0.50145	1	mPanTro3
-0.50143	1	mPanTro3
-0.50140	1	mPanTro3
-0.50136	1	mPanTro3
-0.50135	1	mPanTro3
-0.50133	1	mPanTro3
-0.50132	1	mPanTro3
-0.50131	1	mPanTro3
-0.50130	1	mPanTro3
-0.50128	1	mPanTro3
-0.50127	1	mPanTro3
-0.50123	1	mPanTro3
-0.50117	1	mPanTro3
-0.50115	3	mPanTro3
-0.50112	2	mPanTro3
-0.50111	1	mPanTro3
-0.50110	1	mPanTro3
-0.50109	1	mPanTro3
-0.50107	1	mPanTro3
-0.50103	1	mPanTro3
-0.50101	1	mPanTro3
-0.50095	1	mPanTro3
-0.50091	1	mPanTro3
-0.50090	1	mPanTro3
-0.50089	1	mPanTro3
-0.50087	1	mPanTro3
-0.50084	1	mPanTro3
-0.50081	1	mPanTro3
-0.50080	2	mPanTro3
-0.50076	2	mPanTro3
-0.50075	2	mPanTro3
-0.50073	1	mPanTro3
-0.50065	1	mPanTro3
-0.50064	1	mPanTro3
-0.50058	2	mPanTro3
-0.50056	1	mPanTro3
-0.50049	1	mPanTro3
-0.50042	1	mPanTro3
-0.50041	1	mPanTro3
-0.50040	2	mPanTro3
-0.50039	1	mPanTro3
-0.50038	1	mPanTro3
-0.50036	2	mPanTro3
-0.50029	1	mPanTro3
-0.50027	1	mPanTro3
-0.50021	1	mPanTro3
-0.50017	1	mPanTro3
-0.50016	1	mPanTro3
-0.50015	1	mPanTro3
-0.50013	1	mPanTro3
-0.50007	1	mPanTro3
-0.50004	1	mPanTro3
-0.49995	2	mPanTro3
-0.49994	2	mPanTro3
-0.49991	1	mPanTro3
-0.49988	1	mPanTro3
-0.49983	1	mPanTro3
-0.49982	2	mPanTro3
-0.49980	2	mPanTro3
-0.49979	1	mPanTro3
-0.49977	1	mPanTro3
-0.49976	1	mPanTro3
-0.49975	1	mPanTro3
-0.49973	1	mPanTro3
-0.49971	1	mPanTro3
-0.49969	1	mPanTro3
-0.49964	1	mPanTro3
-0.49961	1	mPanTro3
-0.49960	1	mPanTro3
-0.49955	1	mPanTro3
-0.49952	1	mPanTro3
-0.49951	1	mPanTro3
-0.49943	1	mPanTro3
-0.49935	1	mPanTro3
-0.49931	2	mPanTro3
-0.49921	1	mPanTro3
-0.49919	2	mPanTro3
-0.49914	1	mPanTro3
-0.49912	3	mPanTro3
-0.49911	1	mPanTro3
-0.49910	1	mPanTro3
-0.49906	1	mPanTro3
-0.49903	2	mPanTro3
-0.49898	1	mPanTro3
-0.49893	1	mPanTro3
-0.49892	1	mPanTro3
-0.49891	1	mPanTro3
-0.49889	1	mPanTro3
-0.49880	1	mPanTro3
-0.49877	1	mPanTro3
-0.49870	1	mPanTro3
-0.49869	1	mPanTro3
-0.49862	1	mPanTro3
-0.49860	1	mPanTro3
-0.49859	1	mPanTro3
-0.49858	1	mPanTro3
-0.49856	1	mPanTro3
-0.49853	1	mPanTro3
-0.49852	1	mPanTro3
-0.49849	1	mPanTro3
-0.49844	2	mPanTro3
-0.49843	1	mPanTro3
-0.49841	2	mPanTro3
-0.49839	2	mPanTro3
-0.49836	1	mPanTro3
-0.49835	1	mPanTro3
-0.49831	1	mPanTro3
-0.49829	1	mPanTro3
-0.49828	1	mPanTro3
-0.49827	1	mPanTro3
-0.49826	1	mPanTro3
-0.49824	2	mPanTro3
-0.49820	1	mPanTro3
-0.49818	1	mPanTro3
-0.49817	1	mPanTro3
-0.49814	1	mPanTro3
-0.49811	1	mPanTro3
-0.49810	1	mPanTro3
-0.49809	1	mPanTro3
-0.49808	1	mPanTro3
-0.49807	2	mPanTro3
-0.49801	1	mPanTro3
-0.49800	2	mPanTro3
-0.49799	1	mPanTro3
-0.49792	1	mPanTro3
-0.49790	1	mPanTro3
-0.49782	1	mPanTro3
-0.49779	1	mPanTro3
-0.49773	1	mPanTro3
-0.49772	1	mPanTro3
-0.49765	1	mPanTro3
-0.49762	2	mPanTro3
-0.49759	1	mPanTro3
-0.49755	1	mPanTro3
-0.49754	1	mPanTro3
-0.49753	1	mPanTro3
-0.49751	1	mPanTro3
-0.49748	2	mPanTro3
-0.49746	1	mPanTro3
-0.49745	1	mPanTro3
-0.49743	1	mPanTro3
-0.49741	1	mPanTro3
-0.49736	1	mPanTro3
-0.49729	2	mPanTro3
-0.49724	1	mPanTro3
-0.49717	1	mPanTro3
-0.49714	2	mPanTro3
-0.49713	1	mPanTro3
-0.49711	2	mPanTro3
-0.49707	1	mPanTro3
-0.49706	1	mPanTro3
-0.49704	1	mPanTro3
-0.49701	2	mPanTro3
-0.49699	2	mPanTro3
-0.49695	2	mPanTro3
-0.49694	1	mPanTro3
-0.49682	2	mPanTro3
-0.49679	1	mPanTro3
-0.49677	1	mPanTro3
-0.49675	2	mPanTro3
-0.49673	1	mPanTro3
-0.49670	1	mPanTro3
-0.49668	2	mPanTro3
-0.49662	1	mPanTro3
-0.49660	2	mPanTro3
-0.49657	2	mPanTro3
-0.49656	1	mPanTro3
-0.49654	1	mPanTro3
-0.49645	1	mPanTro3
-0.49640	1	mPanTro3
-0.49633	1	mPanTro3
-0.49620	2	mPanTro3
-0.49613	2	mPanTro3
-0.49609	1	mPanTro3
-0.49607	2	mPanTro3
-0.49606	1	mPanTro3
-0.49600	1	mPanTro3
-0.49598	2	mPanTro3
-0.49596	1	mPanTro3
-0.49590	2	mPanTro3
-0.49589	1	mPanTro3
-0.49587	1	mPanTro3
-0.49586	1	mPanTro3
-0.49585	1	mPanTro3
-0.49583	1	mPanTro3
-0.49580	1	mPanTro3
-0.49576	1	mPanTro3
-0.49573	1	mPanTro3
-0.49567	1	mPanTro3
-0.49566	1	mPanTro3
-0.49565	1	mPanTro3
-0.49559	1	mPanTro3
-0.49557	1	mPanTro3
-0.49552	1	mPanTro3
-0.49551	1	mPanTro3
-0.49533	1	mPanTro3
-0.49532	1	mPanTro3
-0.49526	1	mPanTro3
-0.49521	2	mPanTro3
-0.49520	2	mPanTro3
-0.49517	1	mPanTro3
-0.49508	1	mPanTro3
-0.49506	1	mPanTro3
-0.49505	1	mPanTro3
-0.49503	3	mPanTro3
-0.49497	1	mPanTro3
-0.49494	1	mPanTro3
-0.49493	1	mPanTro3
-0.49489	1	mPanTro3
-0.49488	1	mPanTro3
-0.49485	1	mPanTro3
-0.49482	1	mPanTro3
-0.49481	2	mPanTro3
-0.49474	1	mPanTro3
-0.49471	2	mPanTro3
-0.49470	1	mPanTro3
-0.49468	1	mPanTro3
-0.49467	1	mPanTro3
-0.49466	1	mPanTro3
-0.49465	1	mPanTro3
-0.49462	1	mPanTro3
-0.49458	1	mPanTro3
-0.49457	1	mPanTro3
-0.49456	1	mPanTro3
-0.49454	1	mPanTro3
-0.49449	1	mPanTro3
-0.49441	1	mPanTro3
-0.49440	1	mPanTro3
-0.49437	1	mPanTro3
-0.49430	1	mPanTro3
-0.49429	1	mPanTro3
-0.49422	1	mPanTro3
-0.49421	2	mPanTro3
-0.49420	1	mPanTro3
-0.49416	2	mPanTro3
-0.49413	2	mPanTro3
-0.49408	1	mPanTro3
-0.49407	1	mPanTro3
-0.49406	1	mPanTro3
-0.49403	2	mPanTro3
-0.49401	1	mPanTro3
-0.49400	1	mPanTro3
-0.49396	1	mPanTro3
-0.49393	1	mPanTro3
-0.49389	1	mPanTro3
-0.49386	1	mPanTro3
-0.49383	2	mPanTro3
-0.49382	1	mPanTro3
-0.49377	2	mPanTro3
-0.49376	2	mPanTro3
-0.49374	2	mPanTro3
-0.49371	1	mPanTro3
-0.49367	1	mPanTro3
-0.49363	1	mPanTro3
-0.49362	1	mPanTro3
-0.49356	2	mPanTro3
-0.49355	1	mPanTro3
-0.49352	2	mPanTro3
-0.49351	1	mPanTro3
-0.49348	1	mPanTro3
-0.49344	1	mPanTro3
-0.49340	1	mPanTro3
-0.49339	1	mPanTro3
-0.49338	1	mPanTro3
-0.49337	1	mPanTro3
-0.49335	1	mPanTro3
-0.49334	1	mPanTro3
-0.49332	2	mPanTro3
-0.49330	1	mPanTro3
-0.49329	1	mPanTro3
-0.49328	1	mPanTro3
-0.49327	1	mPanTro3
-0.49317	1	mPanTro3
-0.49312	1	mPanTro3
-0.49309	1	mPanTro3
-0.49303	2	mPanTro3
-0.49300	1	mPanTro3
-0.49298	1	mPanTro3
-0.49296	1	mPanTro3
-0.49295	1	mPanTro3
-0.49291	1	mPanTro3
-0.49288	1	mPanTro3
-0.49286	1	mPanTro3
-0.49285	1	mPanTro3
-0.49282	1	mPanTro3
-0.49278	1	mPanTro3
-0.49276	1	mPanTro3
-0.49269	2	mPanTro3
-0.49268	1	mPanTro3
-0.49267	1	mPanTro3
-0.49260	1	mPanTro3
-0.49258	1	mPanTro3
-0.49256	1	mPanTro3
-0.49253	1	mPanTro3
-0.49252	1	mPanTro3
-0.49250	1	mPanTro3
-0.49245	1	mPanTro3
-0.49244	1	mPanTro3
-0.49243	1	mPanTro3
-0.49242	1	mPanTro3
-0.49241	1	mPanTro3
-0.49235	2	mPanTro3
-0.49234	1	mPanTro3
-0.49231	1	mPanTro3
-0.49230	1	mPanTro3
-0.49228	1	mPanTro3
-0.49227	1	mPanTro3
-0.49221	1	mPanTro3
-0.49217	1	mPanTro3
-0.49216	1	mPanTro3
-0.49215	1	mPanTro3
-0.49214	1	mPanTro3
-0.49212	1	mPanTro3
-0.49208	1	mPanTro3
-0.49206	2	mPanTro3
-0.49202	2	mPanTro3
-0.49201	2	mPanTro3
-0.49197	3	mPanTro3
-0.49195	1	mPanTro3
-0.49193	1	mPanTro3
-0.49191	1	mPanTro3
-0.49188	1	mPanTro3
-0.49181	1	mPanTro3
-0.49177	1	mPanTro3
-0.49173	2	mPanTro3
-0.49172	2	mPanTro3
-0.49166	1	mPanTro3
-0.49165	1	mPanTro3
-0.49164	1	mPanTro3
-0.49161	1	mPanTro3
-0.49160	3	mPanTro3
-0.49156	1	mPanTro3
-0.49153	1	mPanTro3
-0.49152	1	mPanTro3
-0.49148	1	mPanTro3
-0.49147	1	mPanTro3
-0.49146	1	mPanTro3
-0.49144	2	mPanTro3
-0.49142	1	mPanTro3
-0.49135	1	mPanTro3
-0.49133	1	mPanTro3
-0.49132	1	mPanTro3
-0.49131	1	mPanTro3
-0.49123	1	mPanTro3
-0.49121	1	mPanTro3
-0.49119	1	mPanTro3
-0.49117	1	mPanTro3
-0.49116	1	mPanTro3
-0.49113	1	mPanTro3
-0.49109	1	mPanTro3
-0.49108	1	mPanTro3
-0.49107	1	mPanTro3
-0.49102	1	mPanTro3
-0.49101	1	mPanTro3
-0.49097	1	mPanTro3
-0.49096	1	mPanTro3
-0.49093	1	mPanTro3
-0.49092	1	mPanTro3
-0.49090	2	mPanTro3
-0.49089	1	mPanTro3
-0.49088	3	mPanTro3
-0.49084	1	mPanTro3
-0.49083	1	mPanTro3
-0.49075	2	mPanTro3
-0.49074	1	mPanTro3
-0.49073	1	mPanTro3
-0.49072	3	mPanTro3
-0.49070	1	mPanTro3
-0.49069	1	mPanTro3
-0.49067	1	mPanTro3
-0.49057	1	mPanTro3
-0.49052	2	mPanTro3
-0.49049	1	mPanTro3
-0.49047	2	mPanTro3
-0.49045	1	mPanTro3
-0.49038	1	mPanTro3
-0.49032	1	mPanTro3
-0.49031	1	mPanTro3
-0.49029	1	mPanTro3
-0.49022	1	mPanTro3
-0.49021	1	mPanTro3
-0.49015	1	mPanTro3
-0.49013	2	mPanTro3
-0.49005	1	mPanTro3
-0.49002	1	mPanTro3
-0.49001	1	mPanTro3
-0.49000	1	mPanTro3
-0.48996	1	mPanTro3
-0.48995	1	mPanTro3
-0.48994	1	mPanTro3
-0.48993	1	mPanTro3
-0.48992	2	mPanTro3
-0.48988	1	mPanTro3
-0.48983	1	mPanTro3
-0.48973	1	mPanTro3
-0.48970	1	mPanTro3
-0.48966	1	mPanTro3
-0.48963	2	mPanTro3
-0.48962	1	mPanTro3
-0.48958	1	mPanTro3
-0.48957	1	mPanTro3
-0.48952	1	mPanTro3
-0.48951	1	mPanTro3
-0.48945	1	mPanTro3
-0.48944	2	mPanTro3
-0.48941	1	mPanTro3
-0.48939	1	mPanTro3
-0.48937	1	mPanTro3
-0.48936	1	mPanTro3
-0.48929	1	mPanTro3
-0.48928	1	mPanTro3
-0.48922	1	mPanTro3
-0.48921	1	mPanTro3
-0.48920	1	mPanTro3
-0.48914	1	mPanTro3
-0.48913	1	mPanTro3
-0.48911	1	mPanTro3
-0.48910	1	mPanTro3
-0.48907	1	mPanTro3
-0.48905	1	mPanTro3
-0.48904	1	mPanTro3
-0.48903	1	mPanTro3
-0.48901	1	mPanTro3
-0.48896	1	mPanTro3
-0.48895	1	mPanTro3
-0.48894	2	mPanTro3
-0.48892	1	mPanTro3
-0.48889	1	mPanTro3
-0.48879	1	mPanTro3
-0.48874	1	mPanTro3
-0.48868	1	mPanTro3
-0.48866	1	mPanTro3
-0.48861	1	mPanTro3
-0.48860	1	mPanTro3
-0.48855	1	mPanTro3
-0.48853	1	mPanTro3
-0.48852	1	mPanTro3
-0.48851	1	mPanTro3
-0.48849	1	mPanTro3
-0.48848	1	mPanTro3
-0.48844	1	mPanTro3
-0.48842	1	mPanTro3
-0.48840	1	mPanTro3
-0.48834	1	mPanTro3
-0.48832	1	mPanTro3
-0.48826	1	mPanTro3
-0.48821	2	mPanTro3
-0.48820	2	mPanTro3
-0.48817	1	mPanTro3
-0.48814	1	mPanTro3
-0.48808	1	mPanTro3
-0.48806	1	mPanTro3
-0.48802	1	mPanTro3
-0.48800	1	mPanTro3
-0.48799	1	mPanTro3
-0.48797	1	mPanTro3
-0.48795	1	mPanTro3
-0.48792	1	mPanTro3
-0.48791	1	mPanTro3
-0.48789	2	mPanTro3
-0.48788	1	mPanTro3
-0.48780	1	mPanTro3
-0.48779	1	mPanTro3
-0.48768	1	mPanTro3
-0.48762	2	mPanTro3
-0.48757	1	mPanTro3
